,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
2349,56,Private,188856,Bachelors,13,Single,Exec-managerial,Not-in-family,White,Female,8614,0,55,United-States,>50K,375566
2352,42,Private,331651,Masters,14,Single,Prof-specialty,Not-in-family,White,Female,8614,0,50,United-States,>50K,352874
2359,43,Private,112763,HS-grad,9,Single,Adm-clerical,Unmarried,White,Female,8614,0,43,United-States,>50K,435967
2362,59,Local-gov,296253,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,60,United-States,>50K,336482
2363,29,Private,122127,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,>50K,66481
2365,35,Private,109351,Bachelors,13,Single,Sales,Not-in-family,White,Female,8614,0,45,United-States,>50K,302788
2368,64,Private,60940,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,8614,0,50,France,>50K,245827
2369,46,Local-gov,140219,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,55,United-States,>50K,482997
2371,66,Local-gov,222810,Some-college,10,Divorced,Other-service,Other-relative,White,Female,7896,0,40,Unknown,>50K,59084
2372,70,Local-gov,88638,Masters,14,Single,Prof-specialty,Unmarried,White,Female,7896,0,50,United-States,>50K,122645
2373,67,Local-gov,190661,Doctorate,16,Single,Prof-specialty,Not-in-family,White,Female,7896,0,50,United-States,>50K,258209
2389,46,Private,243190,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K,203973
2402,38,Federal-gov,115433,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,33,United-States,>50K,322956
2408,38,Private,111398,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K,440969
2410,59,Unknown,154236,HS-grad,9,Married-civ-spouse,Unknown,Wife,White,Female,7688,0,40,United-States,>50K,497788
2418,41,Private,95047,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,44,United-States,>50K,365459
2422,36,Self-emp-not-inc,20333,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,7688,0,40,United-States,>50K,217527
2434,63,Private,346975,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,36,United-States,>50K,221065
2436,38,Local-gov,185394,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K,247820
2437,39,Private,85319,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,60,United-States,>50K,428177
2450,53,Federal-gov,205288,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,35,United-States,>50K,62890
2453,33,Unknown,193172,Assoc-voc,11,Married-civ-spouse,Unknown,Own-child,White,Female,7688,0,50,United-States,>50K,427388
2456,24,Private,585203,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States,>50K,264541
2461,35,Private,44780,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,>50K,229823
2464,30,Private,162442,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,50,United-States,>50K,165993
2479,33,Local-gov,183923,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,>50K,178998
2480,46,Private,184169,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,>50K,485532
2484,41,Self-emp-not-inc,169023,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K,341610
2488,47,Private,121836,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,38,United-States,>50K,259802
2495,31,Private,43819,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,43,United-States,>50K,287029
2502,39,State-gov,221059,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,7688,0,38,United-States,>50K,410246
2521,25,Private,99126,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K,485678
2522,34,Private,122612,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,7688,0,50,Philippines,>50K,417568
2523,51,Private,139347,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K,62747
2525,34,Unknown,166545,Some-college,10,Married-civ-spouse,Unknown,Wife,White,Female,7688,0,6,United-States,>50K,76418
2526,29,Private,148431,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,Other,Female,7688,0,45,United-States,>50K,105625
2536,47,Private,98012,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K,120856
2538,38,State-gov,110426,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,Unknown,>50K,117962
2542,51,Private,87205,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,>50K,67118
2552,40,Private,177027,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,7688,0,52,Japan,>50K,369719
2555,41,Private,58880,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,10,United-States,>50K,316420
2563,39,Private,184117,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,20,United-States,>50K,359413
2565,28,Local-gov,168524,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,>50K,146669
2571,37,Private,178948,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States,>50K,185272
2572,39,Private,103925,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,32,United-States,>50K,170786
2591,38,Unknown,94559,Bachelors,13,Married-civ-spouse,Unknown,Wife,Other,Female,7688,0,50,Unknown,>50K,280310
2597,40,Private,284303,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K,287103
2602,34,Private,167497,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,50,United-States,>50K,409993
2613,49,Local-gov,119904,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,30,United-States,>50K,210914
2618,56,Private,109015,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,50,United-States,>50K,462817
2629,48,Federal-gov,166634,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K,165540
2639,38,Private,478346,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K,121693
2647,28,Local-gov,229223,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,36,United-States,>50K,148687
2658,34,Private,212064,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,7443,0,35,United-States,<=50K,45335
2659,38,Private,22494,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,7443,0,40,United-States,<=50K,46561
2661,35,Private,316141,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,7443,0,40,United-States,<=50K,45354
2662,34,Private,213307,HS-grad,9,Single,Handlers-cleaners,Unmarried,White,Female,7443,0,35,United-States,<=50K,43105
2663,37,Private,234807,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,7430,0,45,United-States,>50K,88512
2666,41,Local-gov,112763,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,36,United-States,>50K,300718
2667,49,State-gov,185800,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States,>50K,477925
2670,42,Self-emp-not-inc,199143,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,44,United-States,>50K,135386
2675,24,Private,279472,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,>50K,257167
2694,37,Private,93717,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,45,United-States,>50K,241217
2728,37,Local-gov,51158,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,7298,0,36,United-States,>50K,188393
2729,35,Private,359131,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,8,Unknown,>50K,176918
2770,42,Private,184837,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,40,United-States,>50K,280205
2776,37,Private,190987,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,7298,0,40,United-States,>50K,149553
2791,42,Private,175943,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,35,United-States,>50K,319430
2814,40,Private,360884,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,>50K,231951
2816,50,Local-gov,117496,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,30,United-States,>50K,79601
2821,41,Federal-gov,253770,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,7298,0,40,United-States,>50K,279794
2828,46,Self-emp-not-inc,176319,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,7298,0,40,United-States,>50K,300827
2830,34,Private,191856,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,40,United-States,>50K,155644
2831,36,Private,115834,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,United-States,>50K,464890
2835,33,Private,168030,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,21,United-States,>50K,360521
2837,28,Private,233796,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,32,United-States,>50K,316496
2860,36,State-gov,86805,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,39,United-States,>50K,168007
2877,40,Private,124747,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,7298,0,40,United-States,>50K,175741
2887,48,Private,248254,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K,276141
2908,30,Private,430283,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,>50K,197550
2910,28,Local-gov,33662,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K,294780
2913,30,Private,176410,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Own-child,White,Female,7298,0,16,United-States,>50K,279747
2918,52,Private,200853,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,60,United-States,<=50K,27172
2922,35,Unknown,296738,11th,7,Separated,Unknown,Not-in-family,White,Female,6849,0,60,United-States,<=50K,47374
2923,25,Private,262778,Bachelors,13,Single,Sales,Not-in-family,White,Female,6849,0,50,United-States,<=50K,12098
2926,59,Self-emp-not-inc,241297,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,6849,0,40,United-States,<=50K,22610
2927,30,Private,189620,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,40,England,<=50K,20908
2930,40,Private,207025,HS-grad,9,Single,Adm-clerical,Not-in-family,White,Female,6849,0,38,United-States,<=50K,6620
2933,28,Private,124680,Bachelors,13,Single,Exec-managerial,Not-in-family,White,Female,6849,0,60,United-States,<=50K,49437
2934,35,Private,139770,HS-grad,9,Single,Adm-clerical,Own-child,White,Female,6849,0,40,United-States,<=50K,36485
2935,47,Private,266281,11th,7,Single,Machine-op-inspct,Unmarried,Black,Female,6849,0,40,United-States,<=50K,40597
2937,33,Private,108328,Some-college,10,Single,Adm-clerical,Not-in-family,White,Female,6849,0,50,United-States,<=50K,2878
2938,39,Private,106183,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,6849,0,40,United-States,<=50K,40847
2942,55,State-gov,294395,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,6849,0,40,United-States,<=50K,19912
2944,35,Private,162256,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,6849,0,40,United-States,<=50K,46202
2950,72,Private,298070,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,6723,0,25,United-States,<=50K,15850
2958,46,Private,182128,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,6497,0,50,United-States,<=50K,21200
2959,45,Local-gov,326064,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,United-States,<=50K,31315
2960,36,Federal-gov,930948,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,6497,0,56,United-States,<=50K,17595
2963,38,Private,188503,Some-college,10,Single,Adm-clerical,Unmarried,White,Female,6497,0,35,United-States,<=50K,16560
2965,47,Private,105273,Bachelors,13,Widowed,Craft-repair,Unmarried,Black,Female,6497,0,40,United-States,<=50K,21007
2967,46,Private,117310,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Female,6497,0,40,United-States,<=50K,18343
2977,72,Private,496538,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,6360,0,40,United-States,<=50K,7064
2978,68,Private,50351,Masters,14,Single,Adm-clerical,Not-in-family,White,Female,6360,0,20,United-States,<=50K,34544
2979,67,Local-gov,191800,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,6360,0,35,United-States,<=50K,16320
2981,38,Private,168407,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,5721,0,44,United-States,<=50K,8759
2983,28,Local-gov,127491,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,5721,0,40,United-States,<=50K,31463
2989,45,Private,189890,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,38,United-States,<=50K,48589
2990,42,Private,129684,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,5455,0,50,United-States,<=50K,19530
2991,39,Private,114678,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,5455,0,40,United-States,<=50K,16813
2992,47,Local-gov,247676,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,United-States,<=50K,26327
2994,39,Federal-gov,193583,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,60,United-States,<=50K,45274
2997,37,State-gov,252939,Assoc-voc,11,Single,Prof-specialty,Unmarried,Black,Female,5455,0,40,United-States,<=50K,43468
2998,40,Local-gov,105862,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,40,United-States,<=50K,13619
2999,60,Local-gov,48788,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,5455,0,55,United-States,<=50K,19123
3005,50,Private,88926,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178,0,40,United-States,>50K,132848
3013,48,Local-gov,31264,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,5178,0,40,United-States,>50K,385264
3020,26,Private,247455,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,5178,0,42,United-States,>50K,190984
3045,44,Private,175669,11th,7,Married-civ-spouse,Prof-specialty,Wife,White,Female,5178,0,36,United-States,>50K,443089
3048,27,Private,311446,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178,0,40,United-States,>50K,482023
3049,31,Private,123397,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,5178,0,35,United-States,>50K,148966
3062,39,State-gov,122011,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,5178,0,38,United-States,>50K,85896
3079,62,Unknown,125493,HS-grad,9,Married-civ-spouse,Unknown,Wife,White,Female,5178,0,40,Scotland,>50K,445053
3080,45,Private,261278,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,5178,0,40,Philippines,>50K,274221
3087,45,Local-gov,374450,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,5178,0,40,United-States,>50K,129904
3089,33,Unknown,369386,Some-college,10,Married-civ-spouse,Unknown,Wife,White,Female,5178,0,40,United-States,>50K,308358
3094,34,State-gov,118551,Bachelors,13,Married-civ-spouse,Tech-support,Own-child,White,Female,5178,0,25,Unknown,>50K,205862
3097,24,Private,206827,Some-college,10,Single,Sales,Own-child,White,Female,5060,0,30,United-States,<=50K,19630
3103,40,Private,105936,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,5013,0,20,United-States,<=50K,35051
3112,26,Private,132661,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,5013,0,40,United-States,<=50K,25771
3122,39,Private,196673,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,5013,0,40,United-States,<=50K,17867
3133,56,Private,98809,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,5013,0,45,United-States,<=50K,29908
3136,46,Private,186820,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,5013,0,40,United-States,<=50K,46238
3144,47,Private,193285,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,5013,0,40,United-States,<=50K,42327
3150,32,Local-gov,186784,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,5013,0,45,United-States,<=50K,16688
3152,39,Private,219483,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,5013,0,32,United-States,<=50K,6714
3162,37,Private,177895,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,5013,0,40,United-States,<=50K,46488
3167,45,Local-gov,224474,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,4934,0,50,United-States,>50K,68199
3169,37,Private,118486,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,4934,0,32,United-States,>50K,207824
3175,45,Federal-gov,170915,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,4865,0,40,United-States,<=50K,41296
3177,34,Private,92682,HS-grad,9,Single,Adm-clerical,Not-in-family,White,Female,4865,0,40,United-States,<=50K,39323
3178,26,Local-gov,117833,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,4865,0,35,United-States,<=50K,43865
3182,36,Private,116608,HS-grad,9,Single,Adm-clerical,Not-in-family,White,Female,4865,0,40,United-States,<=50K,2459
3183,27,Private,29732,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,4865,0,36,United-States,<=50K,48409
3185,28,Private,123147,Some-college,10,Single,Tech-support,Not-in-family,White,Female,4865,0,40,United-States,<=50K,25206
3186,52,Local-gov,146565,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,4865,0,30,United-States,<=50K,10593
3187,37,Local-gov,48976,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,4865,0,45,United-States,<=50K,28344
3189,32,Local-gov,230912,Masters,14,Single,Prof-specialty,Not-in-family,White,Female,4865,0,40,United-States,<=50K,23357
3190,25,Private,80312,Assoc-voc,11,Single,Adm-clerical,Not-in-family,White,Female,4865,0,40,United-States,<=50K,47297
3192,34,Self-emp-inc,215382,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,>50K,118850
3193,64,State-gov,194894,Doctorate,16,Single,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,>50K,183324
3194,51,Private,142717,Doctorate,16,Divorced,Craft-repair,Not-in-family,White,Female,4787,0,60,United-States,>50K,99860
3196,51,Private,89652,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,4787,0,24,United-States,>50K,134628
3199,34,Self-emp-inc,174215,Masters,14,Single,Exec-managerial,Not-in-family,White,Female,4787,0,45,France,>50K,429639
3201,30,Private,509500,Bachelors,13,Single,Tech-support,Not-in-family,White,Female,4787,0,45,United-States,>50K,221102
3204,46,Local-gov,230979,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,4787,0,25,United-States,>50K,276420
3205,52,Local-gov,194788,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,4787,0,60,United-States,>50K,184056
3209,38,Local-gov,194630,Bachelors,13,Single,Protective-serv,Not-in-family,White,Female,4787,0,43,United-States,>50K,258530
3213,59,Local-gov,303455,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,4787,0,60,United-States,>50K,464469
3214,52,State-gov,109600,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,4787,0,44,United-States,>50K,163203
3215,45,Private,160647,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,4687,0,35,United-States,>50K,311683
3216,42,Private,210275,Masters,14,Divorced,Tech-support,Unmarried,Black,Female,4687,0,35,United-States,>50K,483776
3217,39,Private,148903,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,4687,0,50,United-States,>50K,241220
3224,53,State-gov,116367,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,4650,0,40,United-States,<=50K,42429
3225,49,Local-gov,192349,Masters,14,Single,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,<=50K,15929
3230,25,Private,231016,Masters,14,Single,Prof-specialty,Not-in-family,White,Female,4650,0,37,United-States,<=50K,46150
3233,39,Private,101146,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,<=50K,11172
3238,35,Private,276153,Bachelors,13,Single,Tech-support,Not-in-family,Asian-Pac-Islander,Female,4650,0,40,United-States,<=50K,14774
3240,42,Private,367049,Masters,14,Single,Exec-managerial,Not-in-family,White,Female,4650,0,40,United-States,<=50K,13659
3242,28,Private,334368,Assoc-voc,11,Single,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,<=50K,35147
3244,55,Private,145214,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,4650,0,20,United-States,<=50K,12556
3245,23,Private,242912,Some-college,10,Single,Other-service,Own-child,White,Female,4650,0,40,United-States,<=50K,13160
3248,38,Private,43770,Some-college,10,Separated,Other-service,Not-in-family,White,Female,4650,0,72,United-States,<=50K,18466
3249,40,Private,289748,Bachelors,13,Single,Exec-managerial,Not-in-family,White,Female,4650,0,48,United-States,<=50K,24351
3250,50,Local-gov,191025,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,4650,0,70,United-States,<=50K,26447
3253,41,Private,70645,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,4650,0,55,United-States,<=50K,20950
3260,32,Private,112137,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,4508,0,40,Cambodia,<=50K,4945
3263,22,Private,200109,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,4508,0,40,United-States,<=50K,18338
3267,21,Self-emp-not-inc,103277,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,4508,0,30,Portugal,<=50K,28919
3280,54,Unknown,155755,HS-grad,9,Divorced,Unknown,Not-in-family,White,Female,4416,0,25,United-States,<=50K,6833
3281,25,Private,148460,HS-grad,9,Single,Adm-clerical,Own-child,Black,Female,4416,0,40,Puerto-Rico,<=50K,5476
3282,20,Private,168187,Some-college,10,Single,Other-service,Other-relative,White,Female,4416,0,25,United-States,<=50K,19374
3286,53,Private,194259,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,40,United-States,>50K,192384
3308,31,Private,110554,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386,0,40,United-States,>50K,279465
3314,35,Private,209214,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,35,United-States,>50K,373678
3327,29,Private,51944,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,4386,0,40,United-States,>50K,416551
3329,44,Local-gov,193425,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,40,United-States,>50K,93138
3336,34,Private,169527,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4386,0,20,United-States,<=50K,32278
3354,21,Private,255957,Some-college,10,Single,Exec-managerial,Not-in-family,White,Female,4101,0,40,United-States,<=50K,47299
3355,32,Private,115631,Some-college,10,Single,Adm-clerical,Not-in-family,White,Female,4101,0,50,United-States,<=50K,34108
3356,56,Private,191917,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,4101,0,40,United-States,<=50K,31804
3358,43,Private,59107,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,4101,0,40,United-States,<=50K,3855
3360,56,Private,168625,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,4101,0,40,United-States,<=50K,17787
3361,23,Private,211049,Some-college,10,Single,Tech-support,Not-in-family,White,Female,4101,0,40,United-States,<=50K,30184
3362,21,Private,20728,HS-grad,9,Single,Sales,Own-child,White,Female,4101,0,40,United-States,<=50K,22162
3365,27,State-gov,142621,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Female,4101,0,40,United-States,<=50K,7906
3366,37,Private,143582,Assoc-voc,11,Single,Adm-clerical,Not-in-family,Other,Female,4101,0,35,United-States,<=50K,5627
3369,28,Local-gov,135567,Bachelors,13,Single,Adm-clerical,Not-in-family,Black,Female,4101,0,60,United-States,<=50K,11514
3373,28,Private,377869,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,<=50K,7378
3376,43,Private,149670,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4064,0,15,United-States,<=50K,2118
3380,32,Local-gov,217296,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,4064,0,22,United-States,<=50K,17676
3399,33,Federal-gov,293550,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,4064,0,40,United-States,<=50K,16323
3400,31,Unknown,182191,Bachelors,13,Married-civ-spouse,Unknown,Wife,White,Female,4064,0,30,Canada,<=50K,41744
3419,50,Private,166220,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,3942,0,40,United-States,<=50K,43830
3422,23,Private,209034,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3942,0,40,United-States,<=50K,12925
3426,35,Private,145704,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,3942,0,35,United-States,<=50K,42673
3429,36,Unknown,53606,Assoc-voc,11,Married-civ-spouse,Unknown,Wife,White,Female,3908,0,8,United-States,<=50K,30979
3434,59,Private,191965,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,3908,0,28,United-States,<=50K,30126
3439,31,Private,66278,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,3908,0,40,United-States,<=50K,44037
3440,32,Private,207685,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,3908,0,40,United-States,<=50K,37425
3445,51,State-gov,105943,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,40,United-States,<=50K,39386
3447,23,Private,193586,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,40,United-States,<=50K,17224
3449,35,Private,143152,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,27,United-States,<=50K,14045
3461,54,State-gov,123592,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,3887,0,35,United-States,<=50K,5767
3462,37,Private,277022,HS-grad,9,Single,Handlers-cleaners,Unmarried,White,Female,3887,0,40,Nicaragua,<=50K,18142
3463,28,Federal-gov,526528,Some-college,10,Single,Adm-clerical,Unmarried,Black,Female,3887,0,40,United-States,<=50K,6328
3464,32,State-gov,200469,Some-college,10,Single,Protective-serv,Unmarried,Black,Female,3887,0,40,United-States,<=50K,31163
3466,32,Private,269182,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,3887,0,40,United-States,<=50K,27690
3482,21,Unknown,262280,Some-college,10,Married-civ-spouse,Unknown,Wife,White,Female,3781,0,40,United-States,<=50K,31770
