,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
4331,56,Self-emp-inc,303090,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,Male,0,0,50,United-States,<=50K,19190
4332,49,Local-gov,197371,Technical School,11,Married-civ-spouse,Craft-repair,Married,Black,Male,0,0,40,United-States,>50K,214234
4333,55,Private,247552,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,Male,0,0,56,United-States,<=50K,46714
4334,22,Private,102632,Highschool Graduate,9,Single,Craft-repair,Single,White,Male,0,0,41,United-States,<=50K,26546
4335,21,Private,199915,Bachelors Degree,10,Single,Other-service,Single,White,Female,0,0,40,United-States,<=50K,6643
4336,40,Private,118853,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,60,United-States,<=50K,7824
4337,30,Private,77143,Bachelors Degree,13,Single,Exec-managerial,Single,Black,Male,0,0,40,Germany,<=50K,34896
4338,29,State-gov,267989,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,50,United-States,>50K,394886
4339,19,Private,301606,Bachelors Degree,10,Single,Other-service,Single,Black,Male,0,0,35,United-States,<=50K,45934
4340,47,Private,287828,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Female,0,0,40,United-States,>50K,257242
4341,31,Private,114937,Technical School,12,Married-civ-spouse,Adm-clerical,Married,White,Male,0,0,40,United-States,>50K,407639
4342,35,Unknown,129305,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,Male,0,0,40,United-States,<=50K,14278
4343,39,Private,365739,Bachelors Degree,10,Divorced,Craft-repair,Single,White,Male,0,0,40,United-States,<=50K,46374
4344,28,Private,69621,Technical School,12,Single,Sales,Single,White,Female,0,0,60,United-States,<=50K,11795
4345,37,Private,254202,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,Male,0,0,50,United-States,<=50K,20844
4346,46,Private,146195,Technical School,12,Divorced,Tech-support,Single,Black,Female,0,0,36,United-States,<=50K,12350
4347,38,Federal-gov,125933,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,40,Iran,>50K,390789
4348,43,Self-emp-not-inc,56920,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,60,United-States,<=50K,21891
4349,27,Private,163127,Technical School,11,Married-civ-spouse,Adm-clerical,Married,White,Female,0,0,35,United-States,<=50K,30310
4350,20,Private,34310,Bachelors Degree,10,Single,Sales,Single,White,Male,0,0,20,United-States,<=50K,18022
4351,49,Private,81973,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,276210
4352,61,Self-emp-inc,66614,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,40,United-States,<=50K,14653
4353,27,Private,232782,Bachelors Degree,10,Single,Sales,Single,White,Female,0,0,40,United-States,<=50K,4689
4354,19,Private,316868,Bachelors Degree,10,Single,Other-service,Single,White,Male,0,0,30,Mexico,<=50K,45235
4355,70,Private,105376,Bachelors Degree,10,Single,Tech-support,Single,White,Male,0,0,40,United-States,<=50K,42840
4356,31,Private,185814,Highschool Graduate,9,Single,Transport-moving,Single,Black,Female,0,0,30,United-States,<=50K,48475
4357,22,Private,175374,Bachelors Degree,10,Married-civ-spouse,Other-service,Married,White,Male,0,0,24,United-States,<=50K,31624
4358,36,Private,108293,Highschool Graduate,9,Widowed,Other-service,Single,White,Female,0,0,24,United-States,<=50K,41488
4359,43,Unknown,174662,Bachelors Degree,10,Divorced,Unknown,Single,White,Female,0,0,40,United-States,<=50K,15219
4360,47,Local-gov,186009,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,Female,0,0,38,Mexico,<=50K,14226
4361,34,Private,198183,Highschool Graduate,9,Single,Adm-clerical,Single,White,Female,0,0,40,United-States,<=50K,31784
4362,33,Private,163003,Bachelors Degree,13,Single,Exec-managerial,Single,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,10546
4363,21,Private,296158,Highschool Graduate,9,Single,Craft-repair,Single,White,Male,0,0,35,United-States,<=50K,23925
4364,52,Unknown,252903,Highschool Graduate,9,Divorced,Unknown,Single,White,Male,0,0,45,United-States,>50K,412350
4365,48,Private,187715,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,46,United-States,<=50K,8348
4366,23,Private,214542,Bachelors Degree,13,Single,Handlers-cleaners,Single,White,Male,0,0,40,United-States,<=50K,8905
4367,29,Private,191535,Highschool Graduate,9,Divorced,Craft-repair,Single,White,Male,0,0,60,United-States,<=50K,23667
4368,42,Private,228456,Bachelors Degree,13,Separated,Other-service,Single,Black,Male,0,0,50,United-States,<=50K,30634
4369,68,Unknown,38317,Highschool Graduate,2,Divorced,Unknown,Single,White,Female,0,0,20,United-States,<=50K,39256
4370,25,Private,252752,Highschool Graduate,9,Single,Other-service,Single,White,Female,0,0,40,United-States,<=50K,41292
4371,44,Self-emp-inc,78374,Advanced Degree,14,Divorced,Exec-managerial,Single,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,47127
4372,28,Private,88419,Highschool Graduate,9,Single,Exec-managerial,Single,Asian-Pac-Islander,Female,0,0,40,England,<=50K,28535
4373,45,Self-emp-not-inc,201080,Advanced Degree,14,Married-civ-spouse,Sales,Married,White,Male,0,0,40,United-States,>50K,433525
4374,36,Private,207157,Bachelors Degree,10,Divorced,Other-service,Single,White,Female,0,0,40,Mexico,<=50K,45984
4375,39,Federal-gov,235485,Technical School,12,Single,Exec-managerial,Single,White,Male,0,0,42,United-States,<=50K,21035
4376,46,State-gov,102628,Advanced Degree,14,Widowed,Protective-serv,Single,White,Male,0,0,40,United-States,<=50K,42788
4377,18,Private,25828,Highschool Graduate,7,Single,Handlers-cleaners,Single,White,Male,0,0,16,United-States,<=50K,27811
4378,66,Local-gov,54826,Technical School,11,Widowed,Prof-specialty,Single,White,Female,0,0,20,United-States,<=50K,32090
4379,28,State-gov,175325,Highschool Graduate,9,Married-civ-spouse,Protective-serv,Married,White,Male,0,0,40,United-States,<=50K,34076
4380,27,Private,428030,Bachelors Degree,13,Single,Craft-repair,Single,White,Male,0,0,50,United-States,<=50K,8321
4381,28,State-gov,149624,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,40,United-States,>50K,245240
4382,27,Private,253814,Highschool Graduate,9,Married-spouse-absent,Sales,Single,White,Female,0,0,25,United-States,<=50K,12506
4383,21,Private,312956,Highschool Graduate,9,Single,Craft-repair,Single,Black,Male,0,0,40,United-States,<=50K,10648
4384,34,Private,483777,Highschool Graduate,9,Single,Handlers-cleaners,Single,Black,Male,0,0,40,United-States,<=50K,47192
4385,18,Private,183930,Highschool Graduate,9,Single,Other-service,Single,White,Male,0,0,12,United-States,<=50K,29695
4386,33,Private,37274,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,65,United-States,<=50K,37005
4387,44,Local-gov,181344,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,Black,Male,0,0,38,United-States,>50K,322324
4388,43,Private,114580,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,Female,0,0,40,United-States,<=50K,10446
4389,30,Private,633742,Bachelors Degree,10,Single,Craft-repair,Single,Black,Male,0,0,45,United-States,<=50K,13845
4390,40,Private,286370,Highschool Graduate,4,Married-civ-spouse,Machine-op-inspct,Married,White,Male,0,0,40,Mexico,>50K,479008
4391,37,Federal-gov,29054,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,White,Male,0,0,42,United-States,>50K,412303
4392,34,Private,304030,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,Black,Male,0,0,40,United-States,<=50K,19654
4393,41,Self-emp-not-inc,143129,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,Female,0,0,40,United-States,<=50K,44042
4394,53,Unknown,135105,Bachelors Degree,13,Divorced,Unknown,Single,White,Female,0,0,50,United-States,<=50K,21828
4395,31,Private,99928,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,Female,0,0,50,United-States,<=50K,43526
4396,58,State-gov,109567,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,1,United-States,>50K,175310
4397,38,Private,155222,Bachelors Degree,10,Divorced,Machine-op-inspct,Single,Black,Female,0,0,28,United-States,<=50K,16011
4398,24,Private,159567,Bachelors Degree,10,Married-civ-spouse,Machine-op-inspct,Married,White,Male,0,0,40,United-States,<=50K,45435
4399,41,Local-gov,523910,Bachelors Degree,13,Married-civ-spouse,Craft-repair,Married,Black,Male,0,0,40,United-States,<=50K,27967
4400,47,Private,120939,Bachelors Degree,10,Married-civ-spouse,Tech-support,Married,White,Male,0,0,45,United-States,<=50K,37522
4401,41,Federal-gov,130760,Bachelors Degree,13,Married-civ-spouse,Tech-support,Married,White,Male,0,0,24,United-States,<=50K,28297
4402,23,Private,197387,Highschool Graduate,3,Married-civ-spouse,Transport-moving,Single,White,Male,0,0,40,Mexico,<=50K,14609
4403,36,Private,99374,Bachelors Degree,10,Divorced,Craft-repair,Single,White,Male,0,0,40,United-States,<=50K,27206
4404,24,Self-emp-not-inc,32921,Highschool Graduate,9,Single,Sales,Single,White,Male,0,0,40,United-States,<=50K,11728
4405,19,Unknown,170653,Highschool Graduate,9,Single,Unknown,Single,White,Male,0,0,40,Italy,<=50K,20061
4406,51,Private,259323,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,50,United-States,>50K,231174
4407,37,State-gov,48211,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,Female,0,0,35,United-States,<=50K,8466
4408,18,Private,140164,Highschool Graduate,7,Single,Sales,Single,White,Female,0,0,40,United-States,<=50K,40164
4409,35,Private,36270,Highschool Graduate,9,Divorced,Craft-repair,Single,White,Male,0,0,60,United-States,<=50K,9032
4410,17,Private,65368,Highschool Graduate,7,Single,Sales,Single,White,Female,0,0,12,United-States,<=50K,10308
4411,44,Local-gov,160943,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,Black,Male,0,0,40,United-States,<=50K,46372
4412,37,Private,208358,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,40,United-States,>50K,80559
4413,35,Private,153790,Bachelors Degree,10,Single,Sales,Single,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,23971
4414,60,Private,85815,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,23441
4415,54,Self-emp-inc,125417,Highschool Graduate,4,Married-civ-spouse,Machine-op-inspct,Married,White,Male,0,0,40,United-States,>50K,181011
4416,37,Private,635913,Bachelors Degree,13,Single,Exec-managerial,Single,Black,Male,0,0,60,United-States,>50K,473188
4417,50,Private,313321,Technical School,12,Divorced,Sales,Single,White,Female,0,0,40,United-States,<=50K,39190
4418,38,Private,182609,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,Male,0,0,50,Poland,<=50K,23294
4419,45,Private,109434,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,55,United-States,<=50K,21671
4420,25,Private,255004,Highschool Graduate,6,Single,Craft-repair,Single,White,Male,0,0,40,United-States,<=50K,3221
4421,31,Private,197860,Bachelors Degree,10,Married-civ-spouse,Handlers-cleaners,Married,White,Male,0,0,40,United-States,<=50K,5153
4422,64,Unknown,187656,Highschool Graduate,2,Divorced,Unknown,Single,White,Male,0,0,40,United-States,<=50K,4382
4423,54,Private,176681,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,Black,Male,0,0,20,United-States,<=50K,38307
4424,53,Local-gov,140359,Highschool Graduate,1,Single,Machine-op-inspct,Single,White,Female,0,0,35,United-States,<=50K,33643
4425,18,Private,243313,Highschool Graduate,9,Single,Sales,Single,White,Female,0,0,40,United-States,<=50K,38576
4426,60,Unknown,24215,Highschool Graduate,6,Divorced,Unknown,Single,Amer-Indian-Eskimo,Female,0,0,10,United-States,<=50K,17216
4427,75,Private,314209,Technical School,11,Widowed,Adm-clerical,Single,White,Female,0,0,20,Columbia,<=50K,25366
4428,65,Private,176796,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,Female,0,0,40,United-States,<=50K,38265
4429,41,Private,130408,Highschool Graduate,9,Divorced,Sales,Single,Black,Female,0,0,38,United-States,<=50K,43987
4430,25,Private,159732,Bachelors Degree,10,Single,Adm-clerical,Single,White,Male,0,0,42,United-States,<=50K,12770
4431,33,Private,110978,Bachelors Degree,10,Divorced,Craft-repair,Single,Other,Female,0,0,40,United-States,<=50K,32816
4432,28,Private,76714,Technical School,15,Single,Prof-specialty,Single,White,Male,0,0,55,United-States,>50K,240025
4433,59,State-gov,268700,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,Male,0,0,40,United-States,<=50K,22292
4434,40,State-gov,170525,Bachelors Degree,10,Single,Adm-clerical,Single,White,Female,0,0,38,United-States,<=50K,16769
4435,41,Private,180138,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,50,Iran,>50K,444692
4436,38,Local-gov,115076,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,70,United-States,>50K,214790
4437,23,Private,115458,Highschool Graduate,9,Single,Transport-moving,Single,White,Male,0,0,40,United-States,<=50K,19198
4438,40,Private,347890,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,40,United-States,>50K,291334
4439,41,Self-emp-not-inc,196001,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,Female,0,0,20,United-States,<=50K,44894
4440,24,State-gov,273905,Technical School,12,Married-civ-spouse,Protective-serv,Married,White,Male,0,0,50,United-States,<=50K,21370
4441,20,Unknown,119156,Bachelors Degree,10,Single,Unknown,Single,White,Male,0,0,20,United-States,<=50K,17010
4442,56,Private,203580,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,Male,0,0,35,Unknown,<=50K,32315
4443,58,Private,236596,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,Male,0,0,45,United-States,>50K,82613
4444,32,Private,183916,Highschool Graduate,9,Single,Other-service,Single,White,Female,0,0,34,United-States,<=50K,24216
4445,45,Private,153141,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,Male,0,0,40,Unknown,<=50K,40677
4446,41,Private,112763,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,Female,0,0,40,United-States,>50K,272736
4447,42,Private,390781,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,Black,Female,0,0,40,United-States,<=50K,14395
4448,59,Local-gov,171328,Highschool Graduate,6,Widowed,Other-service,Single,Black,Female,0,0,30,United-States,<=50K,36850
4449,19,Local-gov,27382,Bachelors Degree,10,Single,Adm-clerical,Single,White,Male,0,0,40,United-States,<=50K,17138
4450,58,Private,259014,Bachelors Degree,10,Single,Transport-moving,Single,White,Male,0,0,20,United-States,<=50K,5115
4451,42,Self-emp-not-inc,303044,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K,320218
4452,20,Private,117789,Highschool Graduate,9,Single,Other-service,Single,White,Female,0,0,40,United-States,<=50K,24835
4453,32,Private,172579,Highschool Graduate,9,Separated,Other-service,Single,White,Female,0,0,30,United-States,<=50K,45030
4454,45,Private,187666,Technical School,11,Widowed,Exec-managerial,Single,White,Female,0,0,45,United-States,<=50K,3081
4455,50,Private,204518,Highschool Graduate,4,Divorced,Craft-repair,Single,White,Male,0,0,40,United-States,<=50K,37538
4456,36,Private,150042,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,Female,0,0,40,United-States,<=50K,16987
4457,45,Private,98092,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,Male,0,0,60,United-States,<=50K,4629
4458,17,Private,245918,Highschool Graduate,7,Single,Other-service,Single,White,Male,0,0,12,United-States,<=50K,40532
4459,26,Private,378322,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,40,United-States,<=50K,11501
4460,37,Self-emp-inc,257295,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,Asian-Pac-Islander,Male,0,0,75,Thailand,>50K,346093
4461,19,Unknown,218956,Bachelors Degree,10,Single,Unknown,Single,White,Male,0,0,24,Canada,<=50K,46681
4462,64,Private,21174,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,40,United-States,>50K,318270
4463,33,Private,185480,Bachelors Degree,13,Single,Prof-specialty,Single,White,Female,0,0,45,United-States,<=50K,11836
4464,33,Private,222205,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,Female,0,0,40,United-States,>50K,88340
4465,61,Private,69867,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,40,United-States,>50K,420724
4466,27,Local-gov,209109,Advanced Degree,14,Single,Prof-specialty,Single,White,Male,0,0,35,United-States,<=50K,24325
4467,30,Private,70377,Highschool Graduate,9,Divorced,Prof-specialty,Single,White,Female,0,0,40,United-States,<=50K,20861
4468,43,Private,477983,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,Black,Male,0,0,40,United-States,<=50K,22015
4469,35,Private,190174,Bachelors Degree,10,Single,Exec-managerial,Single,White,Female,0,0,40,United-States,<=50K,12075
4470,25,Private,193787,Bachelors Degree,10,Single,Tech-support,Single,White,Female,0,0,40,United-States,<=50K,24504
4471,22,Private,34918,Bachelors Degree,13,Single,Prof-specialty,Single,White,Female,0,0,15,Germany,<=50K,21015
4472,34,Private,175413,Technical School,12,Divorced,Sales,Single,Black,Female,0,0,45,United-States,<=50K,7404
4473,60,Private,173960,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,Female,0,0,42,United-States,<=50K,11931
4474,21,Private,205759,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,Male,0,0,40,United-States,<=50K,30337
4475,41,Private,220531,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,60,United-States,>50K,139538
4476,50,Private,176609,Bachelors Degree,10,Divorced,Other-service,Single,White,Male,0,0,45,United-States,<=50K,36598
4477,25,Private,371987,Bachelors Degree,13,Single,Exec-managerial,Single,White,Female,0,0,40,United-States,<=50K,30655
4478,50,Private,193884,Highschool Graduate,4,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,40,Ecuador,<=50K,10694
4479,36,Private,200352,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,45,United-States,<=50K,42954
4480,31,Private,127595,Highschool Graduate,9,Divorced,Prof-specialty,Single,White,Female,0,0,40,United-States,<=50K,21668
4481,29,Local-gov,220419,Bachelors Degree,13,Single,Protective-serv,Single,White,Male,0,0,56,United-States,<=50K,7401
4482,21,Private,231931,Bachelors Degree,10,Single,Sales,Single,White,Male,0,0,45,United-States,<=50K,15858
4483,27,Private,248402,Bachelors Degree,13,Single,Tech-support,Single,Black,Female,0,0,40,United-States,<=50K,18369
4484,65,Private,111095,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,Male,0,0,16,United-States,<=50K,45602
4485,37,Self-emp-inc,57424,Bachelors Degree,13,Divorced,Sales,Single,White,Female,0,0,60,United-States,<=50K,38084
4486,24,Private,278130,Highschool Graduate,9,Single,Craft-repair,Single,White,Male,0,0,40,United-States,<=50K,9466
4487,38,Private,169469,Highschool Graduate,9,Divorced,Sales,Single,White,Male,0,0,80,United-States,<=50K,31163
4488,21,Private,153718,Bachelors Degree,10,Single,Other-service,Single,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K,5117
4489,31,Private,217460,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,Male,0,0,45,United-States,>50K,463828
4490,24,Private,303296,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,Asian-Pac-Islander,Female,0,0,40,Laos,<=50K,36441
4491,43,Private,173321,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,Female,0,0,40,United-States,<=50K,13121
4492,26,Private,193945,Technical School,12,Single,Tech-support,Single,White,Male,0,0,45,United-States,<=50K,1068
4493,46,Private,83082,Technical School,12,Single,Prof-specialty,Single,White,Female,0,0,33,United-States,<=50K,43365
4494,35,Private,193815,Technical School,12,Married-civ-spouse,Adm-clerical,Married,White,Male,0,0,40,United-States,>50K,158126
4495,41,Self-emp-inc,34987,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,Male,0,0,54,United-States,>50K,103291
4496,26,Private,59306,Bachelors Degree,13,Single,Sales,Single,White,Male,0,0,40,United-States,<=50K,48207
4497,19,Unknown,860348,Bachelors Degree,10,Single,Unknown,Single,Black,Female,0,0,25,United-States,<=50K,26792
4498,36,Self-emp-not-inc,205607,Bachelors Degree,13,Divorced,Prof-specialty,Single,Black,Female,0,0,40,United-States,>50K,347993
4499,22,Private,199698,Bachelors Degree,10,Single,Sales,Single,White,Male,0,0,15,United-States,<=50K,26676
4500,24,Private,191954,Bachelors Degree,10,Single,Machine-op-inspct,Single,White,Male,0,0,40,United-States,<=50K,19054
4501,77,Self-emp-not-inc,138714,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,Male,0,0,40,United-States,<=50K,13071
4502,22,Private,399087,Highschool Graduate,3,Married-civ-spouse,Machine-op-inspct,Single,White,Female,0,0,40,Mexico,<=50K,48237
4503,29,Private,423158,Bachelors Degree,10,Single,Tech-support,Single,White,Female,0,0,40,United-States,<=50K,15485
4504,62,Private,159841,Highschool Graduate,9,Widowed,Other-service,Single,White,Female,0,0,24,United-States,<=50K,49904
4505,39,Self-emp-not-inc,174308,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,40,United-States,<=50K,36708
4506,35,Private,186110,Highschool Graduate,9,Divorced,Transport-moving,Single,White,Male,0,0,45,United-States,<=50K,7236
4507,29,Private,200381,Highschool Graduate,7,Single,Exec-managerial,Single,White,Female,0,0,40,United-States,<=50K,42413
4508,76,Self-emp-not-inc,174309,Advanced Degree,14,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,10,United-States,<=50K,37615
4509,63,Self-emp-not-inc,78383,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,Male,0,0,45,United-States,<=50K,18378
4510,23,Unknown,211601,Technical School,11,Single,Unknown,Single,Black,Female,0,0,15,United-States,<=50K,31640
4511,58,Self-emp-not-inc,321171,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,Male,0,0,40,United-States,<=50K,25034
4512,41,Private,206565,Bachelors Degree,10,Single,Craft-repair,Single,Black,Male,0,0,45,United-States,<=50K,11776
4513,26,Private,224563,Bachelors Degree,13,Single,Adm-clerical,Single,White,Male,0,0,40,United-States,<=50K,9226
4514,47,Private,178686,Technical School,11,Single,Other-service,Single,White,Male,0,0,40,United-States,<=50K,29163
4515,55,Local-gov,98545,Highschool Graduate,6,Married-civ-spouse,Adm-clerical,Married,White,Male,0,0,40,United-States,<=50K,6849
4516,53,Private,242606,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,Male,0,0,40,United-States,<=50K,6105
4517,17,Private,270942,Highschool Graduate,3,Single,Other-service,Single,White,Male,0,0,48,Mexico,<=50K,8307
4518,30,Private,94235,Highschool Graduate,9,Single,Craft-repair,Single,White,Male,0,0,40,United-States,<=50K,31263
4519,49,Private,71195,Advanced Degree,14,Single,Prof-specialty,Single,White,Male,0,0,60,United-States,<=50K,33789
4520,19,Private,104112,Highschool Graduate,9,Single,Sales,Single,Black,Male,0,0,30,Haiti,<=50K,1429
4521,45,Private,261192,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,Black,Male,0,0,40,United-States,<=50K,29759
4522,26,Private,94936,Technical School,12,Single,Sales,Single,White,Male,0,0,40,United-States,<=50K,4709
4523,33,Private,85043,Highschool Graduate,9,Single,Farming-fishing,Single,White,Male,0,0,20,United-States,<=50K,37341
4524,22,State-gov,293364,Bachelors Degree,10,Single,Protective-serv,Single,Black,Female,0,0,40,United-States,<=50K,45030
4525,43,Self-emp-not-inc,241895,Bachelors Degree,13,Single,Sales,Single,White,Male,0,0,42,United-States,<=50K,19809
4526,67,Unknown,36135,Highschool Graduate,7,Married-civ-spouse,Unknown,Married,White,Male,0,0,8,United-States,<=50K,16521
4527,30,Unknown,151989,Technical School,11,Divorced,Unknown,Single,White,Female,0,0,40,United-States,<=50K,19461
4528,56,Private,101128,Technical School,12,Married-spouse-absent,Other-service,Single,White,Male,0,0,25,Iran,<=50K,10078
4529,31,Private,156464,Bachelors Degree,13,Single,Prof-specialty,Single,White,Male,0,0,25,United-States,<=50K,45279
4530,33,Private,117963,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,40,United-States,>50K,243887
4531,26,Private,192262,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,Male,0,0,40,United-States,<=50K,19032
4532,33,Private,111363,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,0,40,United-States,>50K,415575
4533,46,Local-gov,329752,Highschool Graduate,7,Married-civ-spouse,Transport-moving,Married,White,Male,0,0,30,United-States,<=50K,4800
4534,59,Unknown,372020,Bachelors Degree,13,Married-civ-spouse,Unknown,Married,White,Male,0,0,40,United-States,>50K,62872
4535,38,Federal-gov,95432,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,Male,0,0,40,United-States,>50K,297449
4536,65,Private,161400,Highschool Graduate,7,Widowed,Other-service,Single,Other,Male,0,0,40,United-States,<=50K,25769
4537,40,Private,96129,Technical School,11,Married-civ-spouse,Tech-support,Married,White,Male,0,0,40,United-States,>50K,308847
4538,42,Private,111949,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,Female,0,0,35,United-States,<=50K,32970
4539,26,Self-emp-not-inc,117125,Highschool Graduate,5,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,40,Portugal,<=50K,4321
4540,36,Private,348022,Highschool Graduate,6,Married-civ-spouse,Other-service,Married,White,Female,0,0,24,United-States,<=50K,22725
4541,62,Private,270092,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,Male,0,0,40,United-States,>50K,280182
4542,43,Private,180609,Bachelors Degree,13,Married-civ-spouse,Transport-moving,Married,White,Male,0,0,45,United-States,<=50K,22545
4543,22,Private,410439,Highschool Graduate,9,Married-spouse-absent,Sales,Single,White,Male,0,0,55,United-States,<=50K,32167
4544,28,Private,92262,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,Male,0,0,40,United-States,<=50K,47719
4545,56,Self-emp-not-inc,183081,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,Male,0,0,45,United-States,<=50K,17832
4546,22,Private,362589,Technical School,12,Single,Sales,Single,White,Female,0,0,15,United-States,<=50K,14306
4547,57,Private,212448,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,Female,0,0,45,United-States,>50K,290935
4548,39,Private,481060,Highschool Graduate,9,Divorced,Sales,Single,White,Female,0,0,40,United-States,<=50K,31892
4549,26,Federal-gov,185885,Bachelors Degree,10,Single,Adm-clerical,Single,White,Female,0,0,15,United-States,<=50K,43696
4550,17,Private,89821,Highschool Graduate,7,Single,Other-service,Single,White,Male,0,0,10,United-States,<=50K,30411
4551,40,State-gov,184018,Technical School,11,Married-civ-spouse,Machine-op-inspct,Married,White,Male,0,0,38,United-States,>50K,113358
4552,45,Private,256649,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,Black,Male,0,0,40,United-States,<=50K,45546
4553,44,Private,160323,Highschool Graduate,9,Single,Craft-repair,Single,Black,Male,0,0,40,United-States,<=50K,36026
