,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
6649,47,State-gov,188386,Advanced Degree,14,Separated,Prof-specialty,Single,White,0,0,38,United-States,<=50K,42950
6653,53,Self-emp-not-inc,152652,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,50,United-States,<=50K,13245
6655,27,Private,214858,Bachelors Degree,13,Single,Sales,Single,White,0,0,40,United-States,<=50K,43601
6656,50,Private,237735,Highschool Graduate,3,Married-civ-spouse,Transport-moving,Married,White,0,0,37,Mexico,<=50K,20941
6657,36,Private,158592,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,White,0,0,50,United-States,<=50K,10945
6658,41,Private,237321,Highschool Graduate,2,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,Mexico,>50K,360591
6661,32,Federal-gov,454508,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,41101
6662,22,Private,130356,Bachelors Degree,10,Single,Machine-op-inspct,Single,White,0,0,48,United-States,<=50K,18546
6663,22,Private,427686,Highschool Graduate,6,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,32543
6664,18,Local-gov,36411,Highschool Graduate,8,Single,Prof-specialty,Single,White,0,0,30,United-States,<=50K,38708
6665,39,Private,548510,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,Black,0,0,30,United-States,<=50K,21579
6667,35,State-gov,140752,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,25289
6668,23,Private,325596,Bachelors Degree,10,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,45376
6669,54,Self-emp-not-inc,175804,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,426810
6670,36,Private,107302,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,60,United-States,>50K,483825
6671,63,Local-gov,41161,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,55,United-States,<=50K,43697
6672,39,Private,401832,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,48,United-States,<=50K,39249
6673,57,Self-emp-not-inc,353808,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,>50K,361576
6676,40,Private,367533,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,3766
6679,38,Private,103751,Highschool Graduate,5,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,31906
6680,33,State-gov,79580,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,Black,0,0,40,United-States,<=50K,33822
6681,50,Private,121685,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,45,United-States,>50K,219183
6682,48,Private,75104,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,<=50K,10009
6684,36,Private,246449,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,>50K,214727
6686,37,Private,545483,Technical School,12,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,<=50K,1732
6690,27,Private,217200,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,39207
6692,46,Unknown,162034,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,40,United-States,<=50K,3613
6694,17,Unknown,179715,Highschool Graduate,6,Single,Unknown,Single,White,0,0,40,United-States,<=50K,20759
6695,47,Private,102308,Advanced Degree,14,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,>50K,251602
6697,25,Private,98281,Highschool Graduate,8,Single,Handlers-cleaners,Single,White,0,0,43,United-States,<=50K,18552
6698,35,Private,115792,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,55,United-States,<=50K,37431
6700,30,Private,103435,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,22605
6701,30,Private,37646,Bachelors Degree,10,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,19681
6703,25,Self-emp-not-inc,210278,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,30,United-States,<=50K,17013
6704,28,Private,335357,Highschool Graduate,9,Single,Handlers-cleaners,Single,Black,0,0,40,United-States,<=50K,34325
6705,43,Self-emp-not-inc,272165,Highschool Graduate,5,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,39701
6706,47,Local-gov,148995,Highschool Graduate,9,Married-civ-spouse,Protective-serv,Married,White,0,0,60,United-States,>50K,51810
6707,46,Self-emp-not-inc,113434,Bachelors Degree,13,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,4692
6709,29,Private,227890,Highschool Graduate,9,Single,Protective-serv,Single,Black,0,0,40,United-States,<=50K,5494
6710,25,Private,503012,Highschool Graduate,3,Single,Craft-repair,Single,White,0,0,40,Mexico,<=50K,30269
6711,56,Private,250873,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,White,0,0,45,United-States,<=50K,6960
6712,31,Private,407930,Highschool Graduate,4,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,24297
6713,22,Private,148187,Highschool Graduate,7,Single,Other-service,Single,White,0,0,40,United-States,<=50K,1416
6714,31,Private,159322,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,33972
6716,53,Private,196328,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,Black,0,0,40,United-States,<=50K,30256
6718,71,Private,235079,Highschool Graduate,1,Widowed,Craft-repair,Single,Black,0,0,10,United-States,<=50K,24088
6722,36,Private,248010,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,45,United-States,<=50K,40614
6725,56,Private,193130,Technical School,15,Married-civ-spouse,Exec-managerial,Married,White,0,0,16,United-States,<=50K,44387
6727,48,Private,186172,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,>50K,320528
6729,46,Private,271828,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,>50K,74624
6731,29,Local-gov,123983,Advanced Degree,14,Single,Prof-specialty,Single,Asian-Pac-Islander,0,0,40,Taiwan,<=50K,12167
6733,47,Private,573583,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,48,Italy,>50K,239314
6734,43,Private,307767,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,45609
6735,42,Private,200574,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,1591
6738,55,Self-emp-inc,183869,Technical School,15,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,Unknown,>50K,193101
6739,28,Private,159001,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,30,United-States,<=50K,1377
6746,30,Private,177304,Highschool Graduate,9,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,>50K,380415
6747,33,Private,144064,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,<=50K,41873
6748,40,Private,146659,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,>50K,477723
6749,63,Self-emp-not-inc,26904,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,0,0,98,United-States,<=50K,31198
6750,23,Private,238917,Highschool Graduate,4,Single,Craft-repair,Single,White,0,0,36,United-States,<=50K,21649
6751,56,Private,170148,Highschool Graduate,9,Divorced,Craft-repair,Single,Black,0,0,40,United-States,<=50K,22444
6752,42,Self-emp-not-inc,27821,Technical School,11,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,<=50K,21630
6753,40,Private,220460,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,Canada,<=50K,42260
6754,35,Private,173858,Highschool Graduate,9,Married-spouse-absent,Craft-repair,Single,Asian-Pac-Islander,0,0,40,Unknown,<=50K,16973
6757,35,Private,207202,Highschool Graduate,6,Married-civ-spouse,Transport-moving,Married,White,0,0,70,United-States,<=50K,45424
6759,43,Self-emp-not-inc,180599,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,35,United-States,<=50K,26751
6761,29,Self-emp-not-inc,132686,Technical School,15,Single,Prof-specialty,Single,White,0,0,50,Italy,>50K,232466
6762,23,Private,240063,Bachelors Degree,13,Single,Machine-op-inspct,Single,White,0,0,25,United-States,<=50K,15855
6763,34,Private,511361,Bachelors Degree,10,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,43079
6764,19,Private,89397,Highschool Graduate,9,Single,Other-service,Single,White,0,0,40,United-States,<=50K,15245
6766,37,Self-emp-not-inc,36989,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,<=50K,2208
6768,75,Private,200068,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,35,United-States,>50K,493208
6769,24,Private,454941,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,10499
6770,28,State-gov,107218,Bachelors Degree,13,Single,Tech-support,Single,Asian-Pac-Islander,0,0,20,United-States,<=50K,30402
6772,31,Private,176360,Highschool Graduate,9,Single,Craft-repair,Single,Black,0,0,40,United-States,<=50K,26013
6774,18,Unknown,297396,Highschool Graduate,9,Single,Unknown,Single,White,0,0,10,United-States,<=50K,13030
6775,45,Private,84790,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,55,United-States,>50K,356341
6776,31,Private,186787,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,42,United-States,<=50K,20254
6777,27,Private,169662,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,42,United-States,>50K,416847
6779,34,Private,225548,Bachelors Degree,13,Married-civ-spouse,Protective-serv,Married,Black,0,0,30,United-States,<=50K,7491
6781,53,Private,103931,Bachelors Degree,10,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,17742
6782,60,Private,232618,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,35,United-States,>50K,289653
6785,48,Self-emp-inc,26145,Highschool Graduate,6,Married-civ-spouse,Farming-fishing,Married,White,0,0,80,United-States,<=50K,44097
6786,23,Private,268525,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,50,United-States,<=50K,14412
6787,68,Unknown,133758,Highschool Graduate,4,Widowed,Unknown,Single,Black,0,0,10,United-States,<=50K,3542
6788,42,Private,121264,Technical School,11,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,418154
6789,37,Self-emp-not-inc,29814,Highschool Graduate,9,Single,Farming-fishing,Single,White,0,0,85,United-States,<=50K,29410
6791,38,Private,183279,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,44,United-States,>50K,165095
6792,27,Private,163942,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,35,Ireland,<=50K,11459
6794,49,Self-emp-inc,102771,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,52,United-States,>50K,491378
6795,27,Private,85625,Bachelors Degree,10,Single,Sales,Single,White,0,0,20,United-States,<=50K,20998
6796,36,Self-emp-not-inc,245090,Bachelors Degree,13,Single,Farming-fishing,Single,White,0,0,50,Mexico,<=50K,36933
6797,35,Private,182074,Highschool Graduate,9,Divorced,Handlers-cleaners,Single,White,0,0,35,United-States,<=50K,33131
6798,36,Private,187046,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,>50K,57350
6799,53,Private,90624,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,Black,0,0,40,United-States,<=50K,34276
6801,61,Private,716416,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,44,United-States,>50K,297630
6802,29,Private,190562,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,56,United-States,<=50K,15655
6804,37,Private,98941,Advanced Degree,14,Single,Exec-managerial,Single,White,0,0,40,United-States,>50K,391722
6805,22,Private,201729,Highschool Graduate,5,Single,Handlers-cleaners,Single,White,0,0,30,United-States,<=50K,32667
6806,43,Self-emp-inc,175485,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,23643
6807,55,Self-emp-not-inc,149168,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,0,0,30,United-States,<=50K,47998
6810,64,Local-gov,244903,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,Black,0,0,40,United-States,>50K,133399
6811,46,Private,155664,Bachelors Degree,10,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,19698
6812,29,Private,112754,Bachelors Degree,10,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,12490
6813,44,Private,178385,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,Asian-Pac-Islander,0,0,48,India,<=50K,8322
6814,20,Private,44064,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,25,United-States,<=50K,4848
6815,62,Self-emp-not-inc,120939,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,36374
6818,35,Self-emp-not-inc,361888,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,60,Japan,<=50K,19506
6819,39,Local-gov,167864,Highschool Graduate,7,Married-civ-spouse,Transport-moving,Married,White,0,0,30,United-States,<=50K,17083
6820,39,Private,202950,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,45,United-States,<=50K,24735
6822,72,Unknown,177226,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,8,United-States,<=50K,28553
6823,31,Private,259931,Highschool Graduate,4,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,35948
6824,55,Private,189528,Highschool Graduate,4,Married-civ-spouse,Craft-repair,Married,White,0,0,60,United-States,<=50K,16422
6828,19,Unknown,145234,Bachelors Degree,10,Single,Unknown,Single,White,0,0,30,United-States,<=50K,12049
6830,49,Private,44434,Bachelors Degree,10,Divorced,Tech-support,Single,White,0,0,35,United-States,<=50K,4969
6831,26,Private,96130,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,40296
6832,35,Private,181382,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,43,United-States,<=50K,15197
6834,37,Private,271767,Advanced Degree,14,Separated,Exec-managerial,Single,White,0,0,45,United-States,>50K,343936
6835,42,Private,194636,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,45,United-States,>50K,256929
6836,28,Private,132686,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,>50K,271300
6837,40,State-gov,184378,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,45022
6838,55,Federal-gov,270859,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,483049
6839,21,Private,231866,Highschool Graduate,9,Single,Farming-fishing,Single,White,0,0,65,United-States,<=50K,20382
6841,51,State-gov,172962,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,361583
6842,51,Private,24185,Bachelors Degree,13,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,205292
6843,38,Private,53930,Highschool Graduate,6,Single,Craft-repair,Single,Black,0,0,40,Unknown,<=50K,27019
6844,45,Self-emp-not-inc,94962,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,England,<=50K,42843
6845,28,Private,480861,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,45,United-States,<=50K,8838
6846,22,Private,52262,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,7061
6847,28,State-gov,52636,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,49305
6849,47,Private,125892,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,75,United-States,>50K,87905
6850,40,Unknown,78255,Highschool Graduate,9,Divorced,Unknown,Single,White,0,0,25,United-States,<=50K,10927
6851,30,Private,398827,Highschool Graduate,9,Married-AF-spouse,Adm-clerical,Married,White,0,0,60,United-States,<=50K,22345
6852,61,Private,208919,Advanced Degree,14,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,>50K,150720
6855,44,Local-gov,33068,Highschool Graduate,8,Married-civ-spouse,Craft-repair,Married,White,0,0,55,United-States,<=50K,4445
6856,46,Self-emp-not-inc,254291,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,>50K,165214
6858,27,State-gov,28848,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,9,United-States,<=50K,30329
6859,40,Unknown,273425,Technical School,11,Married-civ-spouse,Unknown,Married,White,0,0,15,United-States,<=50K,26763
6861,25,Private,195118,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,35,United-States,<=50K,9671
6862,54,Private,220115,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,30,United-States,<=50K,24089
6863,31,Private,265706,Bachelors Degree,13,Single,Sales,Single,White,0,0,40,United-States,<=50K,32324
6864,53,Self-emp-not-inc,279129,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,30,United-States,<=50K,42945
6866,30,Private,107793,Bachelors Degree,10,Married-civ-spouse,Transport-moving,Married,White,0,0,56,United-States,>50K,274470
6867,35,Private,237943,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,60,United-States,<=50K,10582
6868,42,Self-emp-not-inc,64632,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,<=50K,11966
6869,34,Self-emp-not-inc,96245,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,3083
6870,59,Private,361494,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,>50K,474257
6871,69,Local-gov,122850,Highschool Graduate,6,Married-civ-spouse,Exec-managerial,Married,White,0,0,20,United-States,<=50K,15164
6873,40,Private,164663,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,36012
6874,21,Private,98678,Bachelors Degree,10,Single,Other-service,Single,White,0,0,15,United-States,<=50K,23392
6876,43,Private,55294,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,9870
6877,36,Private,140583,Highschool Graduate,9,Divorced,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,14871
6878,41,Private,79797,Highschool Graduate,9,Married-spouse-absent,Prof-specialty,Single,Asian-Pac-Islander,0,0,40,Japan,>50K,164804
6879,72,Unknown,113044,Highschool Graduate,9,Widowed,Unknown,Single,White,0,0,30,United-States,<=50K,20074
6880,20,Private,283499,Bachelors Degree,10,Single,Transport-moving,Single,White,0,0,30,United-States,<=50K,49698
6882,34,Private,232475,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,0,0,50,United-States,<=50K,40020
6885,28,Unknown,192569,Highschool Graduate,9,Single,Unknown,Single,Black,0,0,40,United-States,<=50K,33429
6886,27,Private,229803,Highschool Graduate,9,Single,Craft-repair,Single,Black,0,0,40,United-States,<=50K,17785
6887,20,Private,337639,Bachelors Degree,10,Single,Sales,Single,White,0,0,40,United-States,<=50K,9140
6889,32,Private,296282,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,4808
6890,38,Private,266645,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,>50K,54596
6891,23,State-gov,110128,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,33652
6892,28,Private,90196,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,>50K,204790
6893,40,State-gov,40024,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,38,United-States,>50K,282187
6895,74,Self-emp-inc,162340,Bachelors Degree,10,Widowed,Exec-managerial,Single,White,0,0,40,United-States,<=50K,17429
6896,28,Private,169069,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,15299
6897,23,Private,113601,Bachelors Degree,10,Single,Handlers-cleaners,Single,White,0,0,30,United-States,<=50K,25305
6900,20,Unknown,182117,Bachelors Degree,10,Single,Unknown,Single,White,0,0,40,United-States,<=50K,8470
6902,48,Self-emp-inc,193188,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,243244
6904,48,Self-emp-inc,200471,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,103380
6909,39,Private,278187,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,17802
6912,28,Private,206351,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,15773
6913,61,State-gov,124971,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,Unknown,>50K,316753
6915,24,Federal-gov,44075,Bachelors Degree,13,Single,Prof-specialty,Single,Asian-Pac-Islander,0,0,40,United-States,<=50K,39941
6916,45,Private,178319,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,56,United-States,>50K,389594
6917,24,Private,219754,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,22406
6918,20,Private,168165,Bachelors Degree,10,Single,Other-service,Single,White,0,0,30,United-States,<=50K,18639
6919,52,Self-emp-inc,210736,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,<=50K,36048
6920,19,Private,130431,Highschool Graduate,3,Single,Farming-fishing,Single,White,0,0,36,Mexico,<=50K,42123
6921,35,Unknown,169809,Bachelors Degree,13,Married-civ-spouse,Unknown,Married,White,0,0,20,United-States,<=50K,9999
6923,21,Private,155066,Bachelors Degree,10,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,30360
6927,44,State-gov,351228,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,42527
6928,25,Private,131976,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,55,United-States,<=50K,11007
6929,26,Private,200639,Bachelors Degree,10,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,16414
6932,25,Unknown,237865,Bachelors Degree,10,Single,Unknown,Single,Black,0,0,40,Unknown,<=50K,22812
6933,43,Private,300528,Bachelors Degree,10,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,1138
6934,48,Federal-gov,326048,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,44,United-States,>50K,232635
6935,60,Private,191188,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,45734
6936,45,Self-emp-not-inc,32172,Bachelors Degree,10,Single,Farming-fishing,Single,White,0,0,50,United-States,<=50K,39896
6938,22,Private,83704,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,30,United-States,<=50K,48971
6939,44,Private,160574,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,65,United-States,>50K,166087
6940,27,Private,203776,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,50,United-States,<=50K,29170
6941,47,Local-gov,328610,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,10667
6942,40,Private,174373,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,301769
6943,41,Private,247752,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,20421
6946,47,Private,95680,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,Asian-Pac-Islander,0,0,40,United-States,<=50K,42182
6947,55,Self-emp-inc,189933,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,45,United-States,<=50K,43947
6948,38,Private,498785,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,44852
6949,24,State-gov,177526,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,15,United-States,<=50K,43179
6950,64,Self-emp-not-inc,150121,Advanced Degree,16,Married-civ-spouse,Exec-managerial,Married,White,0,0,25,United-States,>50K,131280
6951,56,Federal-gov,130454,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,202499
6952,41,Private,119079,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,49,United-States,>50K,352616
6953,33,Private,94235,Technical School,15,Single,Prof-specialty,Single,White,0,0,42,United-States,>50K,65219
6954,21,Private,305874,Bachelors Degree,10,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,<=50K,1059
6955,59,Local-gov,62020,Highschool Graduate,9,Widowed,Craft-repair,Single,Black,0,0,40,United-States,<=50K,34135
6956,58,Private,235624,Technical School,11,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,Germany,>50K,430052
6957,43,Local-gov,247514,Advanced Degree,14,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,38354
6958,21,Private,275726,Highschool Graduate,9,Single,Craft-repair,Single,Black,0,0,40,United-States,<=50K,11683
6959,45,Private,72896,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,15295
6961,41,Private,173938,Technical School,15,Married-civ-spouse,Adm-clerical,Married,White,0,0,50,Unknown,>50K,102384
6963,53,Private,211654,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,50,Unknown,>50K,118131
6964,38,Private,242720,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,35,United-States,>50K,208886
6965,31,Private,111567,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,70,United-States,>50K,421184
6966,41,Private,179533,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,35,United-States,<=50K,4791
6968,43,Self-emp-not-inc,198096,Advanced Degree,14,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,<=50K,20541
6969,41,State-gov,355756,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,10521
6971,41,Local-gov,242586,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,41065
6973,20,Private,227943,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,45,United-States,<=50K,17546
6976,30,Local-gov,326104,Highschool Graduate,9,Married-civ-spouse,Protective-serv,Married,White,0,0,40,United-States,>50K,368332
6977,21,Private,57211,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,17556
6978,29,Private,100219,Technical School,12,Single,Machine-op-inspct,Single,White,0,0,45,United-States,<=50K,45882
6981,35,Private,191502,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,>50K,410152
6982,35,Private,261382,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,<=50K,47791
6985,43,Self-emp-inc,320984,Bachelors Degree,10,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,50,United-States,<=50K,48115
6986,39,Private,338320,Highschool Graduate,6,Married-civ-spouse,Craft-repair,Married,White,0,0,60,United-States,>50K,132280
6989,28,Private,430084,Highschool Graduate,9,Divorced,Other-service,Single,Black,0,0,35,United-States,<=50K,6278
6990,30,Private,125279,Highschool Graduate,9,Married-spouse-absent,Sales,Single,White,0,0,40,United-States,<=50K,12999
