,zpid,price,priceLabel,beds,baths,area,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,shouldShowZestimateAsPrice,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,availabilityDate,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.openHouse,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,variableData,hdpData.homeInfo.unit,buildingId,lotId,minBeds,minBaths,minArea,unitCount,buildingName,isBuilding,badgeInfo,canSaveBuilding,lotAreaString,streetViewMetadataURL,streetViewURL,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.listing_sub_type.is_bankOwned,hdpData.homeInfo.videoCount,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction,hdpData.homeInfo.listing_sub_type.is_comingSoon,variableData.data.isFresh,communityName,isPropertyResultCDP,style,isCdpResult,hdpData.homeInfo.group_type,hdpData.homeInfo.priceSuffix,hdpData.homeInfo.providerListingID,info3String,info1String,brokerName,plid,badgeInfo.type,badgeInfo.text
168,2109284959,"$525,000",$525K,2.0,2.0,1578.0,FOR_SALE,Townhouse for sale,False,False,False,https://photos.zillowstatic.com/fp/e7a1b815589afee904839f3824a0d1bc-p_e.jpg,True,False,,False,/homedetails/9216-SW-136th-Street-Cir-9216-Miami-FL-33176/2109284959_zpid/,ForSale,For Sale (Broker),False,False,False,"9216 SW 136th Street Cir #9216, Miami, FL 33176",False,False,False,,1686284358.0,25.645079,-80.34186,OPEN_HOUSE,Open: Sat. 12-3pm,2109284959.0,9216 SW 136th Street Cir #9216,33176,Miami,FL,25.645079,-80.34186,525000.0,2.0,2.0,1578.0,TOWNHOUSE,FOR_SALE,-1.0,False,False,,,True,True,Sat. 12-3pm,False,False,FOR_SALE,525000.0,"[{'open_house_start': 1685818800000, 'open_house_end': 1685829600000}]",True,False,False,USD,USA,,0.0,sqft,False,,# 9216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,"From $315,000",,,,,FOR_SALE,Seybold Pointe Condo,False,,,https://photos.zillowstatic.com/fp/7952d85118c51dc4772ae5d7efca6c28-p_e.jpg,True,,,,/b/816-nw-11th-st-miami-fl-5XkCT6/,,,False,,False,"816 NW 11th St, Miami, FL",False,False,False,,10844684358.0,25.783781,-80.20879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.783781--80.20879,1001568677.0,1.0,2.0,882.0,2.0,Seybold Pointe Condo,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,43848176,"$699,000",$699K,3.0,1.0,1184.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/e34f559352380f45e57a77e07b9dc9bf-p_e.jpg,True,False,,False,/homedetails/3641-SW-13th-Ter-Miami-FL-33145/43848176_zpid/,ForSale,For Sale (Broker),False,False,False,"3641 SW 13th Ter, Miami, FL 33145",False,False,False,,735884358.0,25.7599,-80.25367,PRICE_REDUCTION,"$81,000 (Jun 1)",43848176.0,3641 SW 13th Ter,33145,Miami,FL,25.7599,-80.25367,699000.0,1.0,3.0,1184.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,666105.0,3200.0,,True,,False,False,FOR_SALE,699000.0,,True,False,False,USD,USA,357513.0,5750.0,sqft,False,,,,,,,,,,,,,,,,1685602800000.0,"$81,000 (Jun 1)",-81000.0,,,,,,,,,,,,,,,,,,,,,
171,43846039,"$365,000",$365K,2.0,2.0,918.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/fc98875ef6b1c42fbac466acd6a62b51-p_e.jpg,True,False,,False,/homedetails/5160-W-Flagler-St-Miami-FL-33134/43846039_zpid/,ForSale,For Sale (Broker),False,False,False,"5160 W Flagler St, Miami, FL 33134",False,False,False,,18620684358.0,25.770992,-80.27873,,,43846039.0,5160 W Flagler St,33134,Miami,FL,25.770992,-80.27873,365000.0,2.0,2.0,918.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,365000.0,,True,False,False,USD,USA,173313.0,2070.0,sqft,False,,,,,,,,,,,,,,,,1671091200000.0,,-20000.0,,,,,,,,,,,,,,,,,,,,,
172,44288628,"$498,900",$499K,3.0,2.0,,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/39365343788f977f21cfa43fe58f551e-p_e.jpg,True,False,,False,/homedetails/13900-Monroe-St-Miami-FL-33176/44288628_zpid/,ForSale,For Sale (Broker),False,False,False,"13900 Monroe St, Miami, FL 33176",False,False,False,,2291084358.0,25.63943,-80.379395,OPEN_HOUSE,Open: Sat. 12-4pm,44288628.0,13900 Monroe St,33176,Miami,FL,25.63943,-80.379395,498900.0,2.0,3.0,,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,True,Sat. 12-4pm,False,False,FOR_SALE,498900.0,"[{'open_house_start': 1685818800000, 'open_house_end': 1685833200000}]",True,False,False,USD,USA,228023.0,7500.0,sqft,False,,,,,,,,,,,,,,,,1685257200000.0,"$6,099 (May 28)",-6099.0,,,,,,,,,,,,,,,,,,,,,
173,155752684,"$9,450,000",$9.45M,6.0,7.0,6902.0,FOR_SALE,New construction,False,False,False,https://photos.zillowstatic.com/fp/4d606370d9edb5d85fa60d009a5a9f9c-p_e.jpg,True,False,NEW_CONSTRUCTION,False,/homedetails/775-NE-77th-Ter-Miami-FL-33138/155752684_zpid/,ForSale,New Construction,False,False,False,"775 NE 77th Ter, Miami, FL 33138",False,False,False,,8079884358.0,25.846697,-80.18014,,,155752684.0,775 NE 77th Ter,33138,Miami,FL,25.846697,-80.18014,9450000.0,7.0,6.0,6902.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,8694003.0,49439.0,,,,False,False,FOR_SALE,9450000.0,,True,False,False,USD,USA,5448367.0,10710.0,sqft,False,,,,,,,,,,,,,,,,1681974000000.0,"$500,000 (Apr 20)",-500000.0,,,True,BUILDER_SPEC,,,,,,,,,,,,,,,,,
174,43811615,"$599,000",$599K,5.0,2.0,1672.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/ac71bbdea26ae10d588f27da02366278-p_e.jpg,True,False,,False,/homedetails/1041-NW-49th-St-Miami-FL-33127/43811615_zpid/,ForSale,For Sale (Broker),False,False,False,"1041 NW 49th St, Miami, FL 33127",False,False,False,,303884358.0,25.820532,-80.21298,,,43811615.0,1041 NW 49th St,33127,Miami,FL,25.820532,-80.21298,599000.0,2.0,5.0,1672.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,589470.0,3963.0,,True,,False,False,FOR_SALE,599000.0,,True,False,False,USD,USA,342896.0,7500.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2057715149,"$419,000",$419K,3.0,2.0,0.0,FOR_SALE,New construction,False,False,False,https://photos.zillowstatic.com/fp/f8a7ac1e08467ada534a5b74dfb49af1-p_e.jpg,True,False,NEW_CONSTRUCTION,False,/homedetails/10765-SW-146th-St-1-Miami-FL-33176/2057715149_zpid/,ForSale,New Construction,False,False,False,"10765 SW 146th St #1, Miami, FL 33176",False,False,False,,2291084358.0,25.63409,-80.36793,,,2057715149.0,10765 SW 146th St #1,33176,Miami,FL,25.63409,-80.36793,419000.0,2.0,3.0,0.0,CONDO,FOR_SALE,-1.0,False,False,,,,,,False,False,FOR_SALE,419000.0,,True,False,False,USD,USA,,0.0,sqft,False,,# 1,,,,,,,,,,,,,,,,,,,True,NEW_CONSTRUCTION_TYPE_OTHER,,,,,,,,,,,,,,,,,
176,43874084,"$795,000",$795K,4.0,2.0,1734.0,FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/dc3027b8e25e8f94af9f45fca2c8b890-p_e.jpg,True,False,,False,/homedetails/825-Brickell-Bay-Dr-APT-1942-Miami-FL-33131/43874084_zpid/,ForSale,For Sale (Broker),False,False,False,"825 Brickell Bay Dr APT 1942, Miami, FL 33131",False,False,False,,12399884358.0,25.765457,-80.18928,PRICE_REDUCTION,"$5,000 (Apr 24)",43874084.0,825 Brickell Bay Dr APT 1942,33131,Miami,FL,25.765457,-80.18928,795000.0,2.0,4.0,1734.0,CONDO,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,795000.0,,True,False,False,USD,USA,266800.0,0.0,sqft,False,,Apt 1942,,,,,,,,,,,,,,1682319600000.0,"$5,000 (Apr 24)",-5000.0,,,,,,,,,,,,,,,,,,,,,
177,44330104,"$399,000",$399K,3.0,2.0,1050.0,FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/3d64ca43153f729a71a92bdb5b566793-p_e.jpg,True,False,,False,/homedetails/13704-SW-149th-Circle-Ln-APT-4-59-Miami-FL-33186/44330104_zpid/,ForSale,For Sale (Broker),False,False,False,"13704 SW 149th Circle Ln APT 4-59, Miami, FL 33186",False,False,False,,303884358.0,25.629414,-80.415436,,,44330104.0,13704 SW 149th Circle Ln APT 4-59,33186,Miami,FL,25.629414,-80.415436,399000.0,2.0,3.0,1050.0,CONDO,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,399000.0,,True,False,False,USD,USA,225170.0,0.0,sqft,False,,Apt 4-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2060929190,"$350,000",$350K,2.0,2.0,996.0,FOR_SALE,Townhouse for sale,False,False,False,https://photos.zillowstatic.com/fp/c37df3a95fee90e8dea7e3ff036f4c37-p_e.jpg,True,False,,False,/homedetails/18132-SW-109th-Pl-18132-Miami-FL-33157/2060929190_zpid/,ForSale,For Sale (Broker),False,False,False,"18132 SW 109th Pl #18132, Miami, FL 33157",False,False,False,,2463884358.0,25.600351,-80.370056,,,2060929190.0,18132 SW 109th Pl #18132,33157,Miami,FL,25.600351,-80.370056,350000.0,2.0,2.0,996.0,TOWNHOUSE,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,350000.0,,True,False,False,USD,USA,,0.0,sqft,False,,# 18132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,63614427,"$425,000",$425K,3.0,2.0,1190.0,FOR_SALE,Townhouse for sale,False,False,False,https://photos.zillowstatic.com/fp/b4296e0e4bb55da29982db87b96465c5-p_e.jpg,True,False,,False,/homedetails/330-NW-20th-St-13-Miami-FL-33136/63614427_zpid/,ForSale,For Sale (Broker),False,False,False,"330 NW 20th St #13, Miami, FL 33136",False,False,False,,10618882952.0,25.795164,-80.20089,PRICE_REDUCTION,"$15,000 (May 22)",63614427.0,330 NW 20th St #13,33136,Miami,FL,25.795164,-80.20089,425000.0,2.0,3.0,1190.0,TOWNHOUSE,FOR_SALE,-1.0,False,False,,3929.0,,True,,False,False,FOR_SALE,425000.0,,True,False,False,USD,USA,249600.0,,,False,,# 13,,,,,,,,,,,,,,1684738800000.0,"$15,000 (May 22)",-15000.0,,,,,,,,,,,,,,,,,,,,,
180,156211334,"$679,000",$679K,3.0,2.0,,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/b1084903e0195df6e92c0074861a6524-p_e.jpg,True,False,,False,/homedetails/9210-SW-44th-St-Miami-FL-33165/156211334_zpid/,ForSale,For Sale (Broker),False,False,False,"9210 SW 44th St, Miami, FL 33165",False,False,False,,995084358.0,25.72733,-80.343735,,,156211334.0,9210 SW 44th St,33165,Miami,FL,25.72733,-80.343735,679000.0,2.0,3.0,,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,679000.0,,True,False,False,USD,USA,271930.0,0.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,44213077,"$925,000",$925K,4.0,3.0,2195.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/68277a829d24e98a2c6703da14238195-p_e.jpg,True,False,,False,/homedetails/6150-SW-109th-Ave-Miami-FL-33173/44213077_zpid/,ForSale,For Sale (Broker),False,False,False,"6150 SW 109th Ave, Miami, FL 33173",False,False,False,,1254284358.0,25.70999,-80.37104,,,44213077.0,6150 SW 109th Ave,33173,Miami,FL,25.70999,-80.37104,925000.0,3.0,4.0,2195.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,896317.0,4588.0,,True,,False,False,FOR_SALE,925000.0,,True,False,False,USD,USA,458043.0,8625.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,43828512,"$330,000",$330K,2.0,2.0,881.0,FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/ff57f9e9f626be25bc170e9821a5ff99-p_e.jpg,True,False,,False,/homedetails/7899-NE-Bayshore-Ct-APT-2A-Miami-FL-33138/43828512_zpid/,ForSale,For Sale (Broker),False,False,False,"7899 NE Bayshore Ct APT 2A, Miami, FL 33138",False,False,False,,3846284358.0,25.847574,-80.17291,,,43828512.0,7899 NE Bayshore Ct APT 2A,33138,Miami,FL,25.847574,-80.17291,330000.0,2.0,2.0,881.0,CONDO,FOR_SALE,-1.0,False,False,325500.0,2514.0,,True,,False,False,FOR_SALE,330000.0,,True,False,False,USD,USA,265591.0,0.0,sqft,False,,Apt 2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,43830168,"$45,000,000",$45.0M,6.0,8.0,0.0,FOR_SALE,New construction,False,False,False,https://photos.zillowstatic.com/fp/7db64789d3f415c8fcb3eff597294e87-p_e.jpg,True,False,NEW_CONSTRUCTION,False,/homedetails/790-Lake-Rd-Miami-FL-33137/43830168_zpid/,ForSale,New Construction,False,False,False,"790 Lake Rd, Miami, FL 33137",False,False,False,,25619084358.0,25.821676,-80.17922,,,43830168.0,790 Lake Rd,33137,Miami,FL,25.821676,-80.17922,45000000.0,8.0,6.0,0.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,,,False,False,FOR_SALE,45000000.0,,True,False,False,USD,USA,2977040.0,0.3106519742883379,acres,False,,,,,,,,,,,,,,,,1677657600000.0,,6000000.0,,,True,BUILDER_SPEC,,,,,,,,,,,,,,,,,
184,43866122,"$220,000",$220K,2.0,1.0,800.0,FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/f934eff98285c5f7a8d7bc5851f0714b-p_e.jpg,True,False,,False,/homedetails/424-SW-7th-St-APT-404-Miami-FL-33130/43866122_zpid/,ForSale,For Sale (Broker),False,False,False,"424 SW 7th St APT 404, Miami, FL 33130",False,False,False,,390284358.0,25.766853,-80.20147,,,43866122.0,424 SW 7th St APT 404,33130,Miami,FL,25.766853,-80.20147,220000.0,1.0,2.0,800.0,CONDO,FOR_SALE,-1.0,False,False,216857.0,2195.0,,True,,False,False,FOR_SALE,220000.0,,True,False,False,USD,USA,124371.0,0.0,sqft,False,,Apt 404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,44274418,"$369,000",$369K,2.0,2.0,998.0,FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/3909dd9b990753913ebc8498e126627b-p_e.jpg,True,False,,False,/homedetails/9611-SW-77th-Ave-APT-302A-Miami-FL-33156/44274418_zpid/,ForSale,For Sale (Broker),False,False,False,"9611 SW 77th Ave APT 302A, Miami, FL 33156",False,False,False,,7647884359.0,25.681541,-80.318375,PRICE_REDUCTION,"$17,000 (Apr 17)",44274418.0,9611 SW 77th Ave APT 302A,33156,Miami,FL,25.681541,-80.318375,369000.0,2.0,2.0,998.0,CONDO,FOR_SALE,-1.0,False,False,356165.0,2685.0,,True,,False,False,FOR_SALE,369000.0,,True,False,False,USD,USA,175000.0,0.0,sqft,False,,Apt 302A,,,,,,,,,,,,,,1681714800000.0,"$17,000 (Apr 17)",-17000.0,,,,,,,,,,,,,,,,,,,,,
186,44291728,"$257,000",$257K,1.0,1.0,707.0,FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/53f4a059070bbbd4966099d4320be19d-p_e.jpg,True,False,,False,/homedetails/9107-SW-137th-Ter-20-4-Miami-FL-33176/44291728_zpid/,ForSale,For Sale (Broker),False,False,False,"9107 SW 137th Ter #20-4, Miami, FL 33176",False,False,False,,217484359.0,25.641636,-80.3393,,,44291728.0,9107 SW 137th Ter #20-4,33176,Miami,FL,25.641636,-80.3393,257000.0,1.0,1.0,707.0,CONDO,FOR_SALE,-1.0,False,False,250880.0,1934.0,,True,,False,False,FOR_SALE,257000.0,,True,False,False,USD,USA,127094.0,0.0,sqft,False,,# 20-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,71744678,"$430,000",$430K,1.0,1.0,516.0,FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/07988545e6efb67dcf88bec85af5585c-p_e.jpg,True,False,,False,/homedetails/3062-Bird-Ave-UNIT-C2-Miami-FL-33133/71744678_zpid/,ForSale,For Sale (Broker),False,False,False,"3062 Bird Ave UNIT C2, Miami, FL 33133",False,False,False,,390284359.0,25.735083,-80.243126,,,71744678.0,3062 Bird Ave UNIT C2,33133,Miami,FL,25.735083,-80.243126,430000.0,1.0,1.0,516.0,CONDO,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,430000.0,,True,False,False,USD,USA,245811.0,0.0,sqft,False,,Unit C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,"From $205,000",,,,,FOR_SALE,Venetia Condo,False,,,https://photos.zillowstatic.com/fp/381ea51b0e13bc52ad1e806aa28c3d2a-p_e.jpg,True,,,,/b/555-ne-15th-st-miami-fl-5XjYk8/,,,False,,False,"555 NE 15th St, Miami, FL",False,False,False,,217484359.0,25.790186,-80.1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.790186--80.1857,1001494885.0,0.0,1.0,380.0,15.0,Venetia Condo,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,44326305,"$499,000",$499K,3.0,2.0,1558.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/d607b88c13c6f327266c77519a64e9c3-p_e.jpg,True,False,,False,/homedetails/11719-SW-113th-Ter-Miami-FL-33186/44326305_zpid/,ForSale,For Sale (Broker),False,False,False,"11719 SW 113th Ter, Miami, FL 33186",False,False,False,,5142284359.0,25.662735,-80.38454,,,44326305.0,11719 SW 113th Ter,33186,Miami,FL,25.662735,-80.38454,499000.0,2.0,3.0,1558.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,499000.0,,True,False,False,USD,USA,307661.0,3400.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,43856724,"$1,325,000",$1.33M,4.0,3.0,2392.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/1b7b67318c4fd2d450d88b9d01e6fab3-p_e.jpg,True,False,,False,/homedetails/1791-SW-24th-Ter-Miami-FL-33145/43856724_zpid/,ForSale,For Sale (Broker),False,False,False,"1791 SW 24th Ter, Miami, FL 33145",False,False,False,,390284359.0,25.746937,-80.22368,OPEN_HOUSE,Open: Sun. 11am-1pm,43856724.0,1791 SW 24th Ter,33145,Miami,FL,25.746937,-80.22368,1325000.0,3.0,4.0,2392.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,True,Sun. 11am-1pm,False,False,FOR_SALE,1325000.0,"[{'open_house_start': 1685901600000, 'open_house_end': 1685908800000}]",True,False,False,USD,USA,670728.0,8343.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,44291285,"$650,000",$650K,4.0,2.0,1909.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/6312a7a1a4b96632de5b475811bb1eb1-p_e.jpg,True,False,,False,/homedetails/9271-SW-150th-St-Miami-FL-33176/44291285_zpid/,ForSale,For Sale (Broker),False,False,False,"9271 SW 150th St, Miami, FL 33176",False,False,False,,1513484359.0,25.630957,-80.343185,,,44291285.0,9271 SW 150th St,33176,Miami,FL,25.630957,-80.343185,650000.0,2.0,4.0,1909.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,650000.0,,True,False,False,USD,USA,542521.0,0.36841138659320477,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,44204383,"$649,500",$650K,3.0,2.0,1326.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/75c7f36a53430479fb27ed6543760b35-p_e.jpg,True,False,,False,/homedetails/4610-SW-94th-Ct-Miami-FL-33165/44204383_zpid/,ForSale,For Sale (Broker),False,False,False,"4610 SW 94th Ct, Miami, FL 33165",False,False,False,,995084359.0,25.72499,-80.348495,,,44204383.0,4610 SW 94th Ct,33165,Miami,FL,25.72499,-80.348495,649500.0,2.0,3.0,1326.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,649500.0,,True,False,False,USD,USA,308335.0,7600.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,44288081,"$450,000",$450K,3.0,1.0,1283.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/014f57eb2c4052395d3c5aaf08483805-p_e.jpg,True,False,,False,/homedetails/14540-Fillmore-St-Miami-FL-33176/44288081_zpid/,ForSale,For Sale (Broker),False,False,False,"14540 Fillmore St, Miami, FL 33176",False,False,False,,476684359.0,25.63388,-80.37132,OPEN_HOUSE,Open: Sat. 12-2pm,44288081.0,14540 Fillmore St,33176,Miami,FL,25.63388,-80.37132,450000.0,1.0,3.0,1283.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,True,True,Sat. 12-2pm,False,False,FOR_SALE,450000.0,"[{'open_house_start': 1685818800000, 'open_house_end': 1685826000000}]",True,False,False,USD,USA,239052.0,7400.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,44283827,"$2,949,000",$2.95M,5.0,4.0,3972.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/188d1c7eb742d34a89435b35b2b21748-p_e.jpg,True,False,,False,/homedetails/10755-SW-83rd-Ave-Miami-FL-33156/44283827_zpid/,ForSale,For Sale (Broker),False,False,False,"10755 SW 83rd Ave, Miami, FL 33156",False,False,False,,735884359.0,25.67019,-80.328606,,,44283827.0,10755 SW 83rd Ave,33156,Miami,FL,25.67019,-80.328606,2949000.0,4.0,5.0,3972.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,2822161.0,15351.0,,True,,False,False,FOR_SALE,2949000.0,,True,False,False,USD,USA,1678790.0,0.44958677685950416,acres,False,,,,,,,,,,,,,,,,1663657200000.0,,-150000.0,,,,,,,,,,,,,,,,,,,,,
195,44225826,"$2,999,000",$3.00M,4.0,4.0,3631.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/443d157a6052ef4d5ff20807c8b75dc3-p_e.jpg,True,False,,False,/homedetails/7321-SW-47th-Ct-Miami-FL-33143/44225826_zpid/,ForSale,For Sale (Broker),True,False,False,"7321 SW 47th Ct, Miami, FL 33143",False,False,False,,13004684359.0,25.703617,-80.26967,3D_HOME,3D Tour,44225826.0,7321 SW 47th Ct,33143,Miami,FL,25.703617,-80.26967,2999000.0,4.0,4.0,3631.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,2789767.0,15804.0,,True,,False,False,FOR_SALE,2999000.0,,True,False,False,USD,USA,1327806.0,7158.0,sqft,False,,,,,,,,,,,,,,,,1678690800000.0,"$451,000 (Mar 13)",-451000.0,,,,,,,,,,,,,,,,,,,,,
196,43820401,"$790,000",$790K,3.0,3.0,1325.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/137ef523e58909c16ebf0c38cf62cc4c-p_e.jpg,True,False,,False,/homedetails/1220-NW-37th-Ave-Miami-FL-33125/43820401_zpid/,ForSale,For Sale (Broker),True,False,False,"1220 NW 37th Ave, Miami, FL 33125",False,False,False,,3500684359.0,25.783792,-80.25613,3D_HOME,3D Tour,43820401.0,1220 NW 37th Ave,33125,Miami,FL,25.783792,-80.25613,790000.0,3.0,3.0,1325.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,790000.0,,True,False,False,USD,USA,386683.0,8460.0,sqft,False,,,,,,,,,,,,,,,,1684220400000.0,"$60,000 (May 16)",-60000.0,,,,,,,,,,,,,,,,,,,,,
197,,"From $298,500",,,,,FOR_SALE,Flagler First Condo,False,,,https://photos.zillowstatic.com/fp/2e915c87f75fee3465e0bb27fc97b824-p_e.jpg,True,,,,/b/111-e-flagler-st-miami-fl-5Y47ns/,,,False,,False,"111 E Flagler St, Miami, FL",False,False,False,,1513484359.0,25.774494,-80.19174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.774494--80.19174,1003324581.0,1.0,1.0,774.0,2.0,Flagler First Condo,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,"From $185,000",,,,,FOR_SALE,Americana Village Condo,False,,,https://photos.zillowstatic.com/fp/92d01c8965a9f6700bcaaed1be2623e9-p_e.jpg,True,,,,/b/americana-village-condo-miami-fl-5XmpH2/,,,False,,False,"19800 SW 180th Ave, Miami, FL",False,False,False,,303884359.0,25.58159,-80.48648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.58159--80.48648,1001757862.0,3.0,2.0,1170.0,5.0,Americana Village Condo,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
