,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
6267,22,Unknown,217421,Bachelors Degree,10,Single,Unknown,Single,White,0,0,30,United-States,<=50K,46792
6275,47,Private,184945,Bachelors Degree,10,Separated,Other-service,Single,Black,0,0,35,United-States,<=50K,49179
6282,20,Private,242077,Highschool Graduate,9,Divorced,Sales,Single,Black,0,0,40,United-States,<=50K,44051
6283,43,Private,129573,Highschool Graduate,9,Single,Sales,Single,Black,0,0,44,United-States,<=50K,49688
6285,25,Private,212302,Bachelors Degree,10,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,8344
6286,23,Unknown,148751,Bachelors Degree,10,Single,Unknown,Single,White,0,0,35,United-States,<=50K,14922
6288,63,Private,30602,Highschool Graduate,4,Married-spouse-absent,Other-service,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,29728
6289,19,Private,172893,Bachelors Degree,10,Single,Exec-managerial,Single,White,0,0,30,United-States,<=50K,14636
6297,18,Private,343059,Bachelors Degree,10,Single,Sales,Single,White,0,0,40,United-States,<=50K,10956
6298,21,Unknown,79728,Bachelors Degree,10,Single,Unknown,Single,White,0,0,40,United-States,<=50K,12857
6299,19,Private,55284,Highschool Graduate,9,Single,Sales,Single,White,0,0,35,United-States,<=50K,40149
6301,32,State-gov,117927,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,34926
6307,42,Private,250121,Highschool Graduate,7,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,<=50K,15629
6310,36,Local-gov,318972,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,65,United-States,<=50K,18105
6315,24,Private,127139,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,47815
6323,41,Private,154194,Highschool Graduate,9,Single,Sales,Single,White,0,0,40,United-States,<=50K,44654
6329,44,Local-gov,210527,Bachelors Degree,10,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,39280
6332,20,Private,100188,Bachelors Degree,10,Single,Tech-support,Single,White,0,0,24,United-States,<=50K,11773
6336,54,Local-gov,137678,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,4535
6341,29,Private,32897,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,25,United-States,<=50K,35865
6342,29,Local-gov,251854,Highschool Graduate,9,Single,Protective-serv,Single,Black,0,0,40,United-States,<=50K,9561
6343,25,Private,345121,Highschool Graduate,6,Separated,Other-service,Single,White,0,0,25,United-States,<=50K,16671
6344,46,Private,86220,Bachelors Degree,13,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,6569
6345,35,Private,172845,Technical School,11,Single,Other-service,Single,White,0,0,30,United-States,<=50K,34240
6347,24,Self-emp-not-inc,174391,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,40206
6348,48,Private,207058,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,37,United-States,<=50K,19530
6349,37,Private,291251,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,31927
6352,29,Local-gov,180916,Bachelors Degree,10,Separated,Adm-clerical,Single,White,0,0,38,United-States,<=50K,37822
6357,48,Private,80651,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,55,United-States,<=50K,36042
6358,46,Private,62793,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,35182
6359,39,Self-emp-not-inc,237532,Highschool Graduate,9,Married-civ-spouse,Sales,Married,Black,0,0,54,Dominican-Republic,>50K,344532
6361,24,Private,311376,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,15898
6362,30,Private,432565,Technical School,11,Married-civ-spouse,Tech-support,Single,White,0,0,40,Canada,>50K,215162
6364,23,Private,342946,Highschool Graduate,7,Single,Transport-moving,Single,White,0,0,38,United-States,<=50K,3875
6373,55,Private,145214,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,48701
6375,54,Private,240542,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,48,United-States,<=50K,28288
6378,26,Private,181666,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,12521
6381,19,Unknown,356717,Bachelors Degree,10,Single,Unknown,Single,White,0,0,25,United-States,<=50K,6110
6385,27,Private,253814,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,28825
6386,60,Private,162947,Highschool Graduate,3,Divorced,Machine-op-inspct,Single,White,0,0,40,Puerto-Rico,<=50K,44055
6387,52,Private,163027,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,50,United-States,<=50K,2575
6395,70,Private,262345,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,6,United-States,<=50K,9732
6399,25,Private,374918,Highschool Graduate,8,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,<=50K,47063
6400,28,Private,173649,Highschool Graduate,9,Single,Other-service,Single,Black,0,0,40,Unknown,<=50K,34156
6403,54,Unknown,169785,Advanced Degree,14,Single,Unknown,Single,White,0,0,40,United-States,<=50K,15360
6405,52,Private,198824,Technical School,11,Separated,Other-service,Single,White,0,0,35,United-States,<=50K,12162
6408,41,Local-gov,90692,Highschool Graduate,9,Divorced,Prof-specialty,Single,Asian-Pac-Islander,0,0,40,United-States,<=50K,13895
6411,21,Private,294789,Bachelors Degree,10,Single,Other-service,Single,White,0,0,25,United-States,<=50K,33684
6412,20,Private,157599,Bachelors Degree,10,Single,Other-service,Single,White,0,0,25,United-States,<=50K,23454
6416,38,Private,264627,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,31640
6420,27,Federal-gov,188343,Highschool Graduate,9,Separated,Exec-managerial,Single,Black,0,0,40,United-States,<=50K,47121
6421,63,Private,158609,Technical School,11,Widowed,Adm-clerical,Single,White,0,0,8,United-States,<=50K,21910
6424,19,Unknown,192773,Bachelors Degree,10,Single,Unknown,Single,White,0,0,35,United-States,<=50K,14282
6425,35,Private,101387,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,50,United-States,<=50K,18884
6427,26,Private,183224,Bachelors Degree,10,Single,Adm-clerical,Single,Asian-Pac-Islander,0,0,35,United-States,<=50K,7150
6428,59,Local-gov,100776,Technical School,11,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,45057
6429,43,Private,57600,Advanced Degree,16,Married-spouse-absent,Prof-specialty,Single,White,0,0,40,Unknown,<=50K,2990
6430,20,Private,174063,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,43140
6433,27,Private,93021,Highschool Graduate,9,Single,Adm-clerical,Single,Other,0,0,40,United-States,<=50K,6781
6437,22,Local-gov,123727,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,21,United-States,<=50K,49580
6438,39,Private,172425,Technical School,11,Married-civ-spouse,Adm-clerical,Married,White,0,0,20,United-States,>50K,162958
6439,40,Private,216116,Highschool Graduate,5,Single,Machine-op-inspct,Single,Black,0,0,40,Haiti,<=50K,16965
6441,54,Federal-gov,175083,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,20,United-States,<=50K,15554
6448,21,Unknown,148509,Bachelors Degree,10,Single,Unknown,Single,White,0,0,30,United-States,<=50K,19901
6450,56,Private,117881,Highschool Graduate,7,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,2490
6451,19,Private,446219,Highschool Graduate,6,Single,Sales,Single,Black,0,0,40,United-States,<=50K,4821
6453,48,Private,207946,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,52,United-States,<=50K,17453
6457,40,Private,153799,Highschool Graduate,2,Married-spouse-absent,Machine-op-inspct,Single,White,0,0,40,Dominican-Republic,<=50K,47791
6460,51,Private,103407,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,47276
6461,26,Unknown,152046,Highschool Graduate,7,Single,Unknown,Single,White,0,0,35,Germany,<=50K,37917
6465,50,Private,221336,Highschool Graduate,9,Divorced,Adm-clerical,Single,Asian-Pac-Islander,0,0,40,Philippines,<=50K,23686
6468,35,Private,325802,Technical School,12,Divorced,Handlers-cleaners,Single,White,0,0,24,United-States,<=50K,2776
6469,23,Private,133985,Highschool Graduate,6,Single,Craft-repair,Single,Black,0,0,40,United-States,<=50K,7337
6474,45,State-gov,37672,Technical School,11,Divorced,Tech-support,Single,White,0,0,40,United-States,<=50K,14523
6475,24,Private,161708,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,45,United-States,>50K,302520
6479,23,Private,203240,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,3077
6481,18,Private,40829,Highschool Graduate,7,Single,Sales,Single,Amer-Indian-Eskimo,0,0,25,United-States,<=50K,21309
6486,74,Private,101590,Technical School,15,Widowed,Adm-clerical,Single,Black,0,0,20,United-States,<=50K,3400
6488,23,Private,241185,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,30874
6494,24,Private,210781,Bachelors Degree,13,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,13188
6500,40,Unknown,70645,Bachelors Degree,10,Married-civ-spouse,Unknown,Married,White,0,0,20,United-States,<=50K,24069
6504,21,State-gov,341410,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,15,United-States,<=50K,30304
6505,33,Private,118941,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,330673
6507,28,Private,128509,Highschool Graduate,3,Single,Machine-op-inspct,Single,White,0,0,40,Unknown,<=50K,23378
6509,42,Local-gov,142756,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,50,United-States,<=50K,20299
6510,27,Self-emp-inc,243871,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,45,United-States,<=50K,14071
6511,19,Private,196857,Highschool Graduate,9,Single,Other-service,Single,White,0,0,40,United-States,<=50K,9385
6513,55,Self-emp-not-inc,161334,Highschool Graduate,9,Widowed,Other-service,Single,White,0,0,25,Nicaragua,<=50K,46124
6515,28,Private,185957,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,41325
6516,23,Private,334357,Highschool Graduate,9,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,20830
6521,27,Private,147638,Bachelors Degree,13,Single,Adm-clerical,Single,Asian-Pac-Islander,0,0,40,Hong,<=50K,17291
6522,18,Private,280298,Highschool Graduate,9,Single,Sales,Single,White,0,0,24,United-States,<=50K,32890
6523,31,Private,163516,Bachelors Degree,10,Widowed,Adm-clerical,Single,White,0,0,40,United-States,<=50K,49967
6528,41,Private,176069,Highschool Graduate,9,Separated,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,4213
6529,48,State-gov,183486,Technical School,11,Divorced,Prof-specialty,Single,White,0,0,56,United-States,>50K,476404
6533,37,Self-emp-not-inc,243587,Bachelors Degree,10,Separated,Other-service,Single,White,0,0,40,Cuba,<=50K,43468
6534,49,Private,23074,Bachelors Degree,10,Widowed,Exec-managerial,Single,White,0,0,40,United-States,>50K,297911
6542,31,Private,117526,Bachelors Degree,10,Single,Farming-fishing,Single,White,0,0,45,United-States,<=50K,40391
6543,64,Private,91343,Bachelors Degree,10,Widowed,Tech-support,Single,White,0,0,40,United-States,<=50K,8749
6549,27,Federal-gov,409815,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,4082
6552,22,Unknown,216563,Highschool Graduate,9,Single,Unknown,Single,White,0,0,40,United-States,<=50K,25114
6560,40,State-gov,229364,Advanced Degree,14,Divorced,Prof-specialty,Single,White,0,0,45,United-States,<=50K,30860
6564,21,Private,34616,Bachelors Degree,10,Single,Other-service,Single,White,0,0,25,United-States,<=50K,37158
6565,40,Private,218903,Highschool Graduate,9,Divorced,Tech-support,Single,White,0,0,40,United-States,<=50K,33709
6567,46,Private,189763,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,30,United-States,<=50K,5600
6568,23,Private,26248,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,12413
6573,72,Private,106890,Technical School,11,Widowed,Adm-clerical,Single,White,0,0,40,United-States,<=50K,48470
6574,42,State-gov,39586,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,20,United-States,>50K,252702
6580,26,Private,231638,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,48065
6581,28,Private,355259,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,40,United-States,>50K,79683
6583,32,Private,185410,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,39194
6584,19,Private,87653,Bachelors Degree,10,Single,Other-service,Single,White,0,0,25,United-States,<=50K,23866
6586,54,Private,96710,Highschool Graduate,9,Married-civ-spouse,Priv-house-serv,Single,Black,0,0,20,United-States,<=50K,6095
6588,49,Self-emp-inc,109705,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,0,0,32,United-States,<=50K,38780
6591,58,Private,205896,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,45758
6592,41,Private,194710,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,2556
6598,20,Private,190231,Highschool Graduate,5,Single,Machine-op-inspct,Single,White,0,0,11,Nicaragua,<=50K,23613
6603,24,Private,211345,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,Mexico,<=50K,14098
6610,24,Federal-gov,306515,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,41100
6611,19,Private,116562,Highschool Graduate,9,Single,Other-service,Single,White,0,0,40,United-States,<=50K,49621
6612,34,Private,171159,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,30,United-States,<=50K,24846
6615,24,Private,29810,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,38,United-States,<=50K,37588
6617,32,Federal-gov,566117,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,42359
6618,41,Private,255044,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,0,0,55,United-States,<=50K,37493
6624,35,Private,26987,Highschool Graduate,9,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,37844
6628,31,Private,123273,Highschool Graduate,9,Single,Sales,Single,Black,0,0,40,United-States,<=50K,48281
6630,54,Private,178251,Technical School,12,Widowed,Adm-clerical,Single,White,0,0,30,United-States,<=50K,29853
6632,20,Private,64292,Bachelors Degree,10,Single,Sales,Single,White,0,0,50,United-States,<=50K,22325
6633,27,State-gov,194773,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,50,Germany,<=50K,17673
6635,64,Private,258006,Bachelors Degree,10,Widowed,Adm-clerical,Single,White,0,0,40,Cuba,<=50K,13493
6636,55,Private,92215,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,5710
6637,61,Private,153048,Highschool Graduate,9,Widowed,Sales,Single,White,0,0,35,United-States,<=50K,39364
6639,34,Private,355571,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,4219
6644,17,Private,295488,Highschool Graduate,7,Single,Other-service,Single,Black,0,0,25,United-States,<=50K,3292
6647,25,Private,216010,Technical School,12,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,22300
6650,44,Private,174491,Highschool Graduate,9,Widowed,Other-service,Single,Black,0,0,30,United-States,<=50K,32890
6651,41,Private,31221,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,30,United-States,<=50K,14223
6652,30,Private,272451,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,40155
6654,53,Private,104413,Highschool Graduate,9,Widowed,Other-service,Single,Black,0,0,20,United-States,<=50K,11225
6659,41,Private,23646,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,8091
6660,31,Private,169240,Highschool Graduate,9,Single,Other-service,Single,White,0,0,40,United-States,<=50K,26234
6666,38,Private,187264,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,55,United-States,<=50K,34229
6674,29,Private,161478,Bachelors Degree,13,Single,Adm-clerical,Single,Asian-Pac-Islander,0,0,40,Japan,<=50K,46381
6675,17,Private,400225,Highschool Graduate,7,Single,Sales,Single,White,0,0,20,United-States,<=50K,36700
6677,69,Self-emp-not-inc,69306,Bachelors Degree,10,Married-civ-spouse,Other-service,Married,White,0,0,15,United-States,<=50K,25726
6678,28,Private,270366,Highschool Graduate,6,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,31410
6683,26,Unknown,188343,Highschool Graduate,9,Single,Unknown,Single,Black,0,0,40,United-States,<=50K,49424
6685,21,Private,85088,Bachelors Degree,10,Single,Other-service,Single,White,0,0,37,United-States,<=50K,12468
6687,20,State-gov,243986,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,20,United-States,<=50K,28260
6688,54,Self-emp-not-inc,32778,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,30,United-States,<=50K,24380
6689,28,Private,369114,Highschool Graduate,9,Separated,Sales,Single,White,0,0,40,United-States,<=50K,3963
6691,33,Private,149220,Technical School,11,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,2129
6693,28,Unknown,157813,Highschool Graduate,7,Divorced,Unknown,Single,White,0,0,58,Canada,<=50K,9067
6696,44,Private,367749,Highschool Graduate,2,Single,Machine-op-inspct,Single,White,0,0,40,El-Salvador,<=50K,4148
6699,29,Private,277788,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,25,United-States,<=50K,6316
6702,56,Self-emp-not-inc,385632,Highschool Graduate,4,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,18840
6708,41,State-gov,132551,Advanced Degree,14,Divorced,Prof-specialty,Single,White,0,0,35,United-States,<=50K,9626
6715,28,Private,334368,Bachelors Degree,10,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,32753
6717,45,Private,270842,Advanced Degree,14,Divorced,Exec-managerial,Single,White,0,0,50,United-States,>50K,398305
6719,65,Unknown,327154,Highschool Graduate,9,Widowed,Unknown,Single,White,0,0,40,United-States,<=50K,29885
6720,19,Federal-gov,30559,Highschool Graduate,9,Married-AF-spouse,Sales,Married,White,0,0,40,United-States,<=50K,2382
6721,34,Local-gov,255098,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,44741
6723,40,Private,174515,Highschool Graduate,9,Married-spouse-absent,Other-service,Single,White,0,0,40,United-States,<=50K,33913
6724,90,Private,171956,Bachelors Degree,10,Separated,Adm-clerical,Single,White,0,0,40,Puerto-Rico,<=50K,36069
6726,21,Private,108670,Highschool Graduate,9,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,48867
6728,45,Private,348854,Bachelors Degree,10,Separated,Adm-clerical,Single,White,0,0,27,United-States,<=50K,5480
6730,64,Private,148606,Highschool Graduate,6,Separated,Other-service,Single,White,0,0,35,United-States,<=50K,10638
6732,22,Private,24896,Highschool Graduate,9,Divorced,Tech-support,Single,White,0,0,30,Germany,<=50K,23869
6736,53,Private,358056,Highschool Graduate,7,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,4286
6737,17,Private,206010,Highschool Graduate,8,Single,Other-service,Single,White,0,0,8,United-States,<=50K,18176
6740,24,Private,155818,Bachelors Degree,10,Single,Sales,Single,White,0,0,40,United-States,<=50K,18866
6741,40,Private,96055,Highschool Graduate,9,Separated,Adm-clerical,Single,White,0,0,45,United-States,<=50K,45400
6742,30,Local-gov,131776,Advanced Degree,14,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,37074
6743,24,Private,228613,Highschool Graduate,7,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,22900
6744,26,Private,198163,Advanced Degree,14,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,34329
6745,38,Private,37028,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,38,United-States,<=50K,15903
6755,52,Private,91048,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,Black,0,0,35,United-States,<=50K,25771
6756,28,Private,298696,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,9398
6758,21,Unknown,230397,Bachelors Degree,10,Single,Unknown,Single,White,0,0,5,United-States,<=50K,3504
6760,32,Unknown,199046,Technical School,11,Single,Unknown,Single,White,0,0,2,United-States,<=50K,45959
6765,47,Private,239439,Highschool Graduate,7,Married-civ-spouse,Machine-op-inspct,Married,Black,0,0,40,United-States,<=50K,36854
6767,25,Private,76978,Highschool Graduate,9,Single,Sales,Single,Black,0,0,35,United-States,<=50K,48337
6771,17,Local-gov,182070,Highschool Graduate,7,Single,Other-service,Single,White,0,0,16,United-States,<=50K,40287
6773,31,Private,452405,Highschool Graduate,1,Single,Other-service,Single,White,0,0,35,Mexico,<=50K,21249
6778,22,Unknown,35448,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,22,United-States,<=50K,2056
6780,26,Private,240842,Highschool Graduate,9,Single,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,33152
6783,49,Local-gov,288548,Advanced Degree,14,Separated,Prof-specialty,Single,White,0,0,50,United-States,<=50K,31492
6784,40,Private,220609,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,0,0,40,United-States,<=50K,31874
6790,27,Private,193701,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,45,United-States,<=50K,44462
6793,75,Private,188612,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,0,0,40,United-States,<=50K,40925
6800,27,Private,37933,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,41127
6803,40,State-gov,141583,Bachelors Degree,10,Divorced,Adm-clerical,Single,Black,0,0,35,United-States,<=50K,37262
6808,28,Private,115971,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,41048
6809,23,Private,161708,Bachelors Degree,13,Single,Other-service,Single,White,0,0,30,United-States,<=50K,3070
6816,49,Private,165134,Technical School,11,Single,Exec-managerial,Single,White,0,0,35,Columbia,<=50K,4373
6817,29,Private,100405,Highschool Graduate,6,Married-civ-spouse,Farming-fishing,Married,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,23088
6821,37,Private,218188,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,32,United-States,<=50K,36796
6825,38,Private,34996,Bachelors Degree,10,Separated,Other-service,Single,White,0,0,40,United-States,<=50K,9615
6826,33,Private,112584,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,25,United-States,<=50K,13065
6827,25,Private,117589,Technical School,12,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,33231
6829,37,Private,267086,Technical School,11,Divorced,Tech-support,Single,White,0,0,52,United-States,<=50K,23830
6833,44,Self-emp-inc,168845,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,<=50K,35521
6840,49,Private,36032,Bachelors Degree,10,Single,Exec-managerial,Single,Black,0,0,40,United-States,<=50K,16609
6848,60,Private,175273,Highschool Graduate,9,Widowed,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,19155
6853,71,Local-gov,365996,Bachelors Degree,13,Widowed,Prof-specialty,Single,White,0,0,6,United-States,<=50K,2640
6854,42,Private,307638,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,30401
6857,50,Local-gov,125417,Technical School,15,Single,Exec-managerial,Single,Black,0,0,52,United-States,>50K,336649
6860,21,Private,194723,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,Mexico,<=50K,39739
6865,48,Private,119199,Bachelors Degree,13,Divorced,Sales,Single,White,0,0,44,United-States,<=50K,15452
6872,29,Private,173652,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,37671
6875,40,Private,245529,Technical School,12,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,11414
6881,41,Local-gov,51111,Bachelors Degree,13,Widowed,Adm-clerical,Single,White,0,0,40,United-States,<=50K,48318
6883,48,Private,176140,Highschool Graduate,7,Divorced,Other-service,Single,Black,0,0,40,United-States,<=50K,40791
6884,27,Private,301654,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,15651
6888,18,Private,130849,Bachelors Degree,10,Single,Sales,Single,White,0,0,15,United-States,<=50K,36572
6894,35,Private,144322,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,19822
6898,44,Private,111275,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,Black,0,0,56,United-States,<=50K,6907
6899,46,Local-gov,102076,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,25,United-States,<=50K,19025
6901,40,Private,190122,Bachelors Degree,10,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,43921
6903,46,Local-gov,267588,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,70,United-States,<=50K,35910
6905,22,Unknown,175586,Highschool Graduate,9,Single,Unknown,Single,Black,0,0,35,United-States,<=50K,12778
6906,24,Local-gov,322658,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,21983
6907,45,State-gov,263982,Bachelors Degree,10,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,32962
6908,18,Private,266287,Highschool Graduate,8,Single,Sales,Single,White,0,0,35,United-States,<=50K,45310
6910,22,Private,221745,Bachelors Degree,10,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,41741
6911,20,Private,140764,Bachelors Degree,10,Single,Other-service,Single,White,0,0,20,United-States,<=50K,20091
6914,18,Private,179203,Bachelors Degree,10,Single,Sales,Single,White,0,0,20,United-States,<=50K,5562
6922,54,Private,197481,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,19858
6924,26,Private,31290,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,110578
6925,42,Private,54102,Technical School,11,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,6683
6926,19,Private,181546,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,43667
6930,64,Federal-gov,267546,Technical School,12,Separated,Prof-specialty,Single,White,0,0,40,United-States,>50K,466783
6931,41,Private,179875,Highschool Graduate,7,Divorced,Other-service,Single,Other,0,0,40,United-States,<=50K,25353
6937,37,Federal-gov,334314,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,19110
6944,32,Unknown,199244,Highschool Graduate,6,Divorced,Unknown,Single,White,0,0,40,United-States,<=50K,27170
6945,26,Private,139992,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,5240
6960,53,Local-gov,110510,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,375051
6962,27,Private,200641,Highschool Graduate,6,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,Mexico,<=50K,29196
6967,22,State-gov,334693,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,5531
6970,27,Private,19395,Bachelors Degree,10,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,35,United-States,<=50K,12858
6972,49,Private,160647,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,101985
